,0
504,"Welcome or not, I found it necessary to attach myself to someone before I should begin to address cordial remarks to the passersby."
505,"“Hello!” I roared, advancing toward her."
506,My voice seemed unnaturally loud across the garden.
507,"“I thought you might be here,” she responded absently as I came up."
508,"“I remembered you lived next door to—”  She held my hand impersonally, as a promise that she’d take care of me in a minute, and gave ear to two girls in twin yellow dresses, who stopped at the foot of the steps."
509,“Hello!” they cried together.
510,“Sorry you didn’t win.”  That was for the golf tournament.
511,She had lost in the finals the week before.
512,"“You don’t know who we are,” said one of the girls in yellow, “but we met you here about a month ago.”  “You’ve dyed your hair since then,” remarked Jordan, and I started, but the girls had moved casually on and her remark was addressed to the premature moon, produced like the supper, no doubt, out of a caterer’s basket."
513,"With Jordan’s slender golden arm resting in mine, we descended the steps and sauntered about the garden."
514,"A tray of cocktails floated at us through the twilight, and we sat down at a table with the two girls in yellow and three men, each one introduced to us as Mr. Mumble."
515,“Do you come to these parties often?” inquired Jordan of the girl beside her.
516,"“The last one was the one I met you at,” answered the girl, in an alert confident voice."
517,"She turned to her companion: “Wasn’t it for you, Lucille?”  It was for Lucille, too."
518,"“I like to come,” Lucille said."
519,"“I never care what I do, so I always have a good time."
520,"When I was here last I tore my gown on a chair, and he asked me my name and address—inside of a week I got a package from Croirier’s with a new evening gown in it.”  “Did you keep it?” asked Jordan."
521,“Sure I did.
522,"I was going to wear it tonight, but it was too big in the bust and had to be altered."
523,It was gas blue with lavender beads.
524,"Two hundred and sixty-five dollars.”  “There’s something funny about a fellow that’ll do a thing like that,” said the other girl eagerly."
525,“He doesn’t want any trouble with anybody.”  “Who doesn’t?” I inquired.
526,“Gatsby.
527,Somebody told me—”  The two girls and Jordan leaned together confidentially.
528,“Somebody told me they thought he killed a man once.”  A thrill passed over all of us.
529,The three Mr. Mumbles bent forward and listened eagerly.
530,"“I don’t think it’s so much that,” argued Lucille sceptically; “It’s more that he was a German spy during the war.”  One of the men nodded in confirmation."
531,"“I heard that from a man who knew all about him, grew up with him in Germany,” he assured us positively."
532,"“Oh, no,” said the first girl, “it couldn’t be that, because he was in the American army during the war.” As our credulity switched back to her she leaned forward with enthusiasm."
533,“You look at him sometimes when he thinks nobody’s looking at him.
534,I’ll bet he killed a man.”  She narrowed her eyes and shivered.
535,Lucille shivered.
536,We all turned and looked around for Gatsby.
537,It was testimony to the romantic speculation he inspired that there were whispers about him from those who had found little that it was necessary to whisper about in this world.
538,"The first supper—there would be another one after midnight—was now being served, and Jordan invited me to join her own party, who were spread around a table on the other side of the garden."
539,"There were three married couples and Jordan’s escort, a persistent undergraduate given to violent innuendo, and obviously under the impression that sooner or later Jordan was going to yield him up her person to a greater or lesser degree."
540,"Instead of rambling, this party had preserved a dignified homogeneity, and assumed to itself the function of representing the staid nobility of the countryside—East Egg condescending to West Egg and carefully on guard against its spectroscopic gaiety."
541,"“Let’s get out,” whispered Jordan, after a somehow wasteful and inappropriate half-hour; “this is much too polite for me.”  We got up, and she explained that we were going to find the host: I had never met him, she said, and it was making me uneasy."
542,"The undergraduate nodded in a cynical, melancholy way."
543,"The bar, where we glanced first, was crowded, but Gatsby was not there."
544,"She couldn’t find him from the top of the steps, and he wasn’t on the veranda."
545,"On a chance we tried an important-looking door, and walked into a high Gothic library, panelled with carved English oak, and probably transported complete from some ruin overseas."
546,"A stout, middle-aged man, with enormous owl-eyed spectacles, was sitting somewhat drunk on the edge of a great table, staring with unsteady concentration at the shelves of books."
547,As we entered he wheeled excitedly around and examined Jordan from head to foot.
548,“What do you think?” he demanded impetuously.
549,“About what?”  He waved his hand toward the bookshelves.
550,“About that.
551,As a matter of fact you needn’t bother to ascertain.
552,I ascertained.
553,They’re real.”  “The books?”  He nodded.
554,“Absolutely real—have pages and everything.
555,I thought they’d be a nice durable cardboard.
556,"Matter of fact, they’re absolutely real."
557,Pages and—Here!
558,"Lemme show you.”  Taking our scepticism for granted, he rushed to the bookcases and returned with Volume One of the Stoddard Lectures."
559,“See!” he cried triumphantly.
560,“It’s a bona-fide piece of printed matter.
561,It fooled me.
562,This fella’s a regular Belasco.
563,It’s a triumph.
564,What thoroughness!
565,What realism!
566,"Knew when to stop, too—didn’t cut the pages."
567,But what do you want?
568,"What do you expect?”  He snatched the book from me and replaced it hastily on its shelf, muttering that if one brick was removed the whole library was liable to collapse."
569,“Who brought you?” he demanded.
570,“Or did you just come?
571,I was brought.
572,"Most people were brought.”  Jordan looked at him alertly, cheerfully, without answering."
573,"“I was brought by a woman named Roosevelt,” he continued."
574,“Mrs.
575,Claud Roosevelt.
576,Do you know her?
577,I met her somewhere last night.
578,"I’ve been drunk for about a week now, and I thought it might sober me up to sit in a library.”  “Has it?”  “A little bit, I think."
579,I can’t tell yet.
580,I’ve only been here an hour.
581,Did I tell you about the books?
582,They’re real.
583,They’re—”  “You told us.”  We shook hands with him gravely and went back outdoors.
584,"There was dancing now on the canvas in the garden; old men pushing young girls backward in eternal graceless circles, superior couples holding each other tortuously, fashionably, and keeping in the corners—and a great number of single girls dancing individually or relieving the orchestra for a moment of the burden of the banjo or the traps."
585,By midnight the hilarity had increased.
586,"A celebrated tenor had sung in Italian, and a notorious contralto had sung in jazz, and between the numbers people were doing “stunts” all over the garden, while happy, vacuous bursts of laughter rose toward the summer sky."
587,"A pair of stage twins, who turned out to be the girls in yellow, did a baby act in costume, and champagne was served in glasses bigger than finger-bowls."
588,"The moon had risen higher, and floating in the Sound was a triangle of silver scales, trembling a little to the stiff, tinny drip of the banjoes on the lawn."
589,I was still with Jordan Baker.
590,"We were sitting at a table with a man of about my age and a rowdy little girl, who gave way upon the slightest provocation to uncontrollable laughter."
591,I was enjoying myself now.
592,"I had taken two finger-bowls of champagne, and the scene had changed before my eyes into something significant, elemental, and profound."
593,At a lull in the entertainment the man looked at me and smiled.
594,"“Your face is familiar,” he said politely."
595,“Weren’t you in the First Division during the war?”  “Why yes.
596,I was in the Twenty-eighth Infantry.”  “I was in the Sixteenth until June nineteen-eighteen.
597,"I knew I’d seen you somewhere before.”  We talked for a moment about some wet, grey little villages in France."
598,"Evidently he lived in this vicinity, for he told me that he had just bought a hydroplane, and was going to try it out in the morning."
599,"“Want to go with me, old sport?"
600,Just near the shore along the Sound.”  “What time?”  “Any time that suits you best.”  It was on the tip of my tongue to ask his name when Jordan looked around and smiled.
601,“Having a gay time now?” she inquired.
602,“Much better.” I turned again to my new acquaintance.
603,“This is an unusual party for me.
604,I haven’t even seen the host.
605,"I live over there—” I waved my hand at the invisible hedge in the distance, “and this man Gatsby sent over his chauffeur with an invitation.”  For a moment he looked at me as if he failed to understand."
606,"“I’m Gatsby,” he said suddenly."
607,“What!” I exclaimed.
608,"“Oh, I beg your pardon.”  “I thought you knew, old sport."
609,I’m afraid I’m not a very good host.”  He smiled understandingly—much more than understandingly.
610,"It was one of those rare smiles with a quality of eternal reassurance in it, that you may come across four or five times in life."
611,"It faced—or seemed to face—the whole eternal world for an instant, and then concentrated on you with an irresistible prejudice in your favour."
612,"It understood you just so far as you wanted to be understood, believed in you as you would like to believe in yourself, and assured you that it had precisely the impression of you that, at your best, you hoped to convey."
613,"Precisely at that point it vanished—and I was looking at an elegant young roughneck, a year or two over thirty, whose elaborate formality of speech just missed being absurd."
614,Some time before he introduced himself I’d got a strong impression that he was picking his words with care.
615,Almost at the moment when Mr. Gatsby identified himself a butler hurried toward him with the information that Chicago was calling him on the wire.
616,He excused himself with a small bow that included each of us in turn.
617,"“If you want anything just ask for it, old sport,” he urged me."
618,“Excuse me.
619,I will rejoin you later.”  When he was gone I turned immediately to Jordan—constrained to assure her of my surprise.
620,I had expected that Mr. Gatsby would be a florid and corpulent person in his middle years.
621,“Who is he?” I demanded.
622,"“Do you know?”  “He’s just a man named Gatsby.”  “Where is he from, I mean?"
623,"And what does he do?”  “Now you’re started on the subject,” she answered with a wan smile."
624,"“Well, he told me once he was an Oxford man.”  A dim background started to take shape behind him, but at her next remark it faded away."
625,"“However, I don’t believe it.”  “Why not?”  “I don’t know,” she insisted, “I just don’t think he went there.”  Something in her tone reminded me of the other girl’s “I think he killed a man,” and had the effect of stimulating my curiosity."
626,I would have accepted without question the information that Gatsby sprang from the swamps of Louisiana or from the lower East Side of New York.
627,That was comprehensible.
628,But young men didn’t—at least in my provincial inexperience I believed they didn’t—drift coolly out of nowhere and buy a palace on Long Island Sound.
629,"“Anyhow, he gives large parties,” said Jordan, changing the subject with an urban distaste for the concrete."
630,“And I like large parties.
631,They’re so intimate.
632,"At small parties there isn’t any privacy.”  There was the boom of a bass drum, and the voice of the orchestra leader rang out suddenly above the echolalia of the garden."
633,"“Ladies and gentlemen,” he cried."
634,"“At the request of Mr. Gatsby we are going to play for you Mr. Vladmir Tostoff’s latest work, which attracted so much attention at Carnegie Hall last May."
635,"If you read the papers you know there was a big sensation.” He smiled with jovial condescension, and added: “Some sensation!” Whereupon everybody laughed."
636,"“The piece is known,” he concluded lustily, “as ‘Vladmir Tostoff’s Jazz History of the World!’ ”  The nature of Mr. Tostoff’s composition eluded me, because just as it began my eyes fell on Gatsby, standing alone on the marble steps and looking from one group to another with approving eyes."
637,His tanned skin was drawn attractively tight on his face and his short hair looked as though it were trimmed every day.
638,I could see nothing sinister about him.
639,"I wondered if the fact that he was not drinking helped to set him off from his guests, for it seemed to me that he grew more correct as the fraternal hilarity increased."
640,"When the “Jazz History of the World” was over, girls were putting their heads on men’s shoulders in a puppyish, convivial way, girls were swooning backward playfully into men’s arms, even into groups, knowing that someone would arrest their falls—but no one swooned backward on Gatsby, and no French bob touched Gatsby’s shoulder, and no singing quartets were formed with Gatsby’s head for one link."
641,“I beg your pardon.”  Gatsby’s butler was suddenly standing beside us.
642,“Miss Baker?” he inquired.
643,"“I beg your pardon, but Mr. Gatsby would like to speak to you alone.”  “With me?” she exclaimed in surprise."
644,"“Yes, madame.”  She got up slowly, raising her eyebrows at me in astonishment, and followed the butler toward the house."
645,"I noticed that she wore her evening-dress, all her dresses, like sports clothes—there was a jauntiness about her movements as if she had first learned to walk upon golf courses on clean, crisp mornings."
646,I was alone and it was almost two.
647,"For some time confused and intriguing sounds had issued from a long, many-windowed room which overhung the terrace."
648,"Eluding Jordan’s undergraduate, who was now engaged in an obstetrical conversation with two chorus girls, and who implored me to join him, I went inside."
649,The large room was full of people.
650,"One of the girls in yellow was playing the piano, and beside her stood a tall, red-haired young lady from a famous chorus, engaged in song."
651,"She had drunk a quantity of champagne, and during the course of her song she had decided, ineptly, that everything was very, very sad—she was not only singing, she was weeping too."
652,"Whenever there was a pause in the song she filled it with gasping, broken sobs, and then took up the lyric again in a quavering soprano."
653,"The tears coursed down her cheeks—not freely, however, for when they came into contact with her heavily beaded eyelashes they assumed an inky colour, and pursued the rest of their way in slow black rivulets."
654,"A humorous suggestion was made that she sing the notes on her face, whereupon she threw up her hands, sank into a chair, and went off into a deep vinous sleep."
655,"“She had a fight with a man who says he’s her husband,” explained a girl at my elbow."
656,I looked around.
657,Most of the remaining women were now having fights with men said to be their husbands.
658,"Even Jordan’s party, the quartet from East Egg, were rent asunder by dissension."
659,"One of the men was talking with curious intensity to a young actress, and his wife, after attempting to laugh at the situation in a dignified and indifferent way, broke down entirely and resorted to flank attacks—at intervals she appeared suddenly at his side like an angry diamond, and hissed: “You promised!” into his ear."
660,The reluctance to go home was not confined to wayward men.
661,The hall was at present occupied by two deplorably sober men and their highly indignant wives.
662,The wives were sympathizing with each other in slightly raised voices.
663,"“Whenever he sees I’m having a good time he wants to go home.”  “Never heard anything so selfish in my life.”  “We’re always the first ones to leave.”  “So are we.”  “Well, we’re almost the last tonight,” said one of the men sheepishly."
664,"“The orchestra left half an hour ago.”  In spite of the wives’ agreement that such malevolence was beyond credibility, the dispute ended in a short struggle, and both wives were lifted, kicking, into the night."
665,As I waited for my hat in the hall the door of the library opened and Jordan Baker and Gatsby came out together.
666,"He was saying some last word to her, but the eagerness in his manner tightened abruptly into formality as several people approached him to say goodbye."
667,"Jordan’s party were calling impatiently to her from the porch, but she lingered for a moment to shake hands."
668,"“I’ve just heard the most amazing thing,” she whispered."
669,"“How long were we in there?”  “Why, about an hour.”  “It was … simply amazing,” she repeated abstractedly."
670,“But I swore I wouldn’t tell it and here I am tantalizing you.” She yawned gracefully in my face.
671,“Please come and see me … Phone book … Under the name of Mrs. Sigourney Howard … My aunt …” She was hurrying off as she talked—her brown hand waved a jaunty salute as she melted into her party at the door.
672,"Rather ashamed that on my first appearance I had stayed so late, I joined the last of Gatsby’s guests, who were clustered around him."
673,I wanted to explain that I’d hunted for him early in the evening and to apologize for not having known him in the garden.
674,"“Don’t mention it,” he enjoined me eagerly."
675,"“Don’t give it another thought, old sport.” The familiar expression held no more familiarity than the hand which reassuringly brushed my shoulder."
676,"“And don’t forget we’re going up in the hydroplane tomorrow morning, at nine o’clock.”  Then the butler, behind his shoulder:  “Philadelphia wants you on the phone, sir.”  “All right, in a minute."
677,"Tell them I’ll be right there … Good night.”  “Good night.”  “Good night.” He smiled—and suddenly there seemed to be a pleasant significance in having been among the last to go, as if he had desired it all the time."
678,"“Good night, old sport … Good night.”  But as I walked down the steps I saw that the evening was not quite over."
679,Fifty feet from the door a dozen headlights illuminated a bizarre and tumultuous scene.
680,"In the ditch beside the road, right side up, but violently shorn of one wheel, rested a new coupé which had left Gatsby’s drive not two minutes before."
681,"The sharp jut of a wall accounted for the detachment of the wheel, which was now getting considerable attention from half a dozen curious chauffeurs."
682,"However, as they had left their cars blocking the road, a harsh, discordant din from those in the rear had been audible for some time, and added to the already violent confusion of the scene."
683,"A man in a long duster had dismounted from the wreck and now stood in the middle of the road, looking from the car to the tyre and from the tyre to the observers in a pleasant, puzzled way."
684,“See!” he explained.
685,"“It went in the ditch.”  The fact was infinitely astonishing to him, and I recognized first the unusual quality of wonder, and then the man—it was the late patron of Gatsby’s library."
686,“How’d it happen?”  He shrugged his shoulders.
687,"“I know nothing whatever about mechanics,” he said decisively."
688,“But how did it happen?
689,"Did you run into the wall?”  “Don’t ask me,” said Owl Eyes, washing his hands of the whole matter."
690,“I know very little about driving—next to nothing.
691,"It happened, and that’s all I know.”  “Well, if you’re a poor driver you oughtn’t to try driving at night.”  “But I wasn’t even trying,” he explained indignantly, “I wasn’t even trying.”  An awed hush fell upon the bystanders."
692,“Do you want to commit suicide?”  “You’re lucky it was just a wheel!
693,"A bad driver and not even trying!”  “You don’t understand,” explained the criminal."
694,“I wasn’t driving.
695,There’s another man in the car.”  The shock that followed this declaration found voice in a sustained “Ah-h-h!” as the door of the coupé swung slowly open.
696,"The crowd—it was now a crowd—stepped back involuntarily, and when the door had opened wide there was a ghostly pause."
697,"Then, very gradually, part by part, a pale, dangling individual stepped out of the wreck, pawing tentatively at the ground with a large uncertain dancing shoe."
698,"Blinded by the glare of the headlights and confused by the incessant groaning of the horns, the apparition stood swaying for a moment before he perceived the man in the duster."
699,“Wha’s matter?” he inquired calmly.
700,"“Did we run outa gas?”  “Look!”  Half a dozen fingers pointed at the amputated wheel—he stared at it for a moment, and then looked upward as though he suspected that it had dropped from the sky."
701,"“It came off,” someone explained."
702,He nodded.
703,“At first I din’ notice we’d stopped.”  A pause.
704,"Then, taking a long breath and straightening his shoulders, he remarked in a determined voice:  “Wonder’ff tell me where there’s a gas’line station?”  At least a dozen men, some of them a little better off than he was, explained to him that wheel and car were no longer joined by any physical bond."
705,"“Back out,” he suggested after a moment."
706,“Put her in reverse.”  “But the wheel’s off!”  He hesitated.
707,"“No harm in trying,” he said."
708,The caterwauling horns had reached a crescendo and I turned away and cut across the lawn toward home.
709,I glanced back once.
710,"A wafer of a moon was shining over Gatsby’s house, making the night fine as before, and surviving the laughter and the sound of his still glowing garden."
711,"A sudden emptiness seemed to flow now from the windows and the great doors, endowing with complete isolation the figure of the host, who stood on the porch, his hand up in a formal gesture of farewell."
712,"------------------------------------------------------------------------  Reading over what I have written so far, I see I have given the impression that the events of three nights several weeks apart were all that absorbed me."
713,"On the contrary, they were merely casual events in a crowded summer, and, until much later, they absorbed me infinitely less than my personal affairs."
714,Most of the time I worked.
715,In the early morning the sun threw my shadow westward as I hurried down the white chasms of lower New York to the Probity Trust.
716,"I knew the other clerks and young bond-salesmen by their first names, and lunched with them in dark, crowded restaurants on little pig sausages and mashed potatoes and coffee."
717,"I even had a short affair with a girl who lived in Jersey City and worked in the accounting department, but her brother began throwing mean looks in my direction, so when she went on her vacation in July I let it blow quietly away."
718,I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I went upstairs to the library and studied investments and securities for a conscientious hour.
719,"There were generally a few rioters around, but they never came into the library, so it was a good place to work."
720,"After that, if the night was mellow, I strolled down Madison Avenue past the old Murray Hill Hotel, and over 33rd Street to the Pennsylvania Station."
721,"I began to like New York, the racy, adventurous feel of it at night, and the satisfaction that the constant flicker of men and women and machines gives to the restless eye."
722,"I liked to walk up Fifth Avenue and pick out romantic women from the crowd and imagine that in a few minutes I was going to enter into their lives, and no one would ever know or disapprove."
723,"Sometimes, in my mind, I followed them to their apartments on the corners of hidden streets, and they turned and smiled back at me before they faded through a door into warm darkness."
724,"At the enchanted metropolitan twilight I felt a haunting loneliness sometimes, and felt it in others—poor young clerks who loitered in front of windows waiting until it was time for a solitary restaurant dinner—young clerks in the dusk, wasting the most poignant moments of night and life."
725,"Again at eight o’clock, when the dark lanes of the Forties were lined five deep with throbbing taxicabs, bound for the theatre district, I felt a sinking in my heart."
726,"Forms leaned together in the taxis as they waited, and voices sang, and there was laughter from unheard jokes, and lighted cigarettes made unintelligible circles inside."
727,"Imagining that I, too, was hurrying towards gaiety and sharing their intimate excitement, I wished them well."
728,"For a while I lost sight of Jordan Baker, and then in midsummer I found her again."
729,"At first I was flattered to go places with her, because she was a golf champion, and everyone knew her name."
730,Then it was something more.
731,"I wasn’t actually in love, but I felt a sort of tender curiosity."
732,"The bored haughty face that she turned to the world concealed something—most affectations conceal something eventually, even though they don’t in the beginning—and one day I found what it was."
733,"When we were on a house-party together up in Warwick, she left a borrowed car out in the rain with the top down, and then lied about it—and suddenly I remembered the story about her that had eluded me that night at Daisy’s."
734,At her first big golf tournament there was a row that nearly reached the newspapers—a suggestion that she had moved her ball from a bad lie in the semifinal round.
735,The thing approached the proportions of a scandal—then died away.
736,"A caddy retracted his statement, and the only other witness admitted that he might have been mistaken."
737,The incident and the name had remained together in my mind.
738,"Jordan Baker instinctively avoided clever, shrewd men, and now I saw that this was because she felt safer on a plane where any divergence from a code would be thought impossible."
739,She was incurably dishonest.
740,"She wasn’t able to endure being at a disadvantage and, given this unwillingness, I suppose she had begun dealing in subterfuges when she was very young in order to keep that cool, insolent smile turned to the world and yet satisfy the demands of her hard, jaunty body."
741,It made no difference to me.
742,"Dishonesty in a woman is a thing you never blame deeply—I was casually sorry, and then I forgot."
743,It was on that same house-party that we had a curious conversation about driving a car.
744,It started because she passed so close to some workmen that our fender flicked a button on one man’s coat.
745,"“You’re a rotten driver,” I protested."
746,"“Either you ought to be more careful, or you oughtn’t to drive at all.”  “I am careful.”  “No, you’re not.”  “Well, other people are,” she said lightly."
747,"“What’s that got to do with it?”  “They’ll keep out of my way,” she insisted."
748,"“It takes two to make an accident.”  “Suppose you met somebody just as careless as yourself.”  “I hope I never will,” she answered."
749,“I hate careless people.
750,"That’s why I like you.”  Her grey, sun-strained eyes stared straight ahead, but she had deliberately shifted our relations, and for a moment I thought I loved her."
751,"But I am slow-thinking and full of interior rules that act as brakes on my desires, and I knew that first I had to get myself definitely out of that tangle back home."
752,"I’d been writing letters once a week and signing them: “Love, Nick,” and all I could think of was how, when that certain girl played tennis, a faint moustache of perspiration appeared on her upper lip."
753,Nevertheless there was a vague understanding that had to be tactfully broken off before I was free.
754,"Everyone suspects himself of at least one of the cardinal virtues, and this is mine: I am one of the few honest people that I have ever known."
755,"IV  On Sunday morning while church bells rang in the villages alongshore, the world and its mistress returned to Gatsby’s house and twinkled hilariously on his lawn."
756,"“He’s a bootlegger,” said the young ladies, moving somewhere between his cocktails and his flowers."
757,“One time he killed a man who had found out that he was nephew to Von Hindenburg and second cousin to the devil.
758,"Reach me a rose, honey, and pour me a last drop into that there crystal glass.”  Once I wrote down on the empty spaces of a timetable the names of those who came to Gatsby’s house that summer."
759,"It is an old timetable now, disintegrating at its folds, and headed “This schedule in effect July 5th, 1922.” But I can still read the grey names, and they will give you a better impression than my generalities of those who accepted Gatsby’s hospitality and paid him the subtle tribute of knowing nothing whatever about him."
760,"From East Egg, then, came the Chester Beckers and the Leeches, and a man named Bunsen, whom I knew at Yale, and Doctor Webster Civet, who was drowned last summer up in Maine."
761,"And the Hornbeams and the Willie Voltaires, and a whole clan named Blackbuck, who always gathered in a corner and flipped up their noses like goats at whosoever came near."
762,"And the Ismays and the Chrysties (or rather Hubert Auerbach and Mr. Chrystie’s wife), and Edgar Beaver, whose hair, they say, turned cotton-white one winter afternoon for no good reason at all."
763,"Clarence Endive was from East Egg, as I remember."
764,"He came only once, in white knickerbockers, and had a fight with a bum named Etty in the garden."
765,"From farther out on the Island came the Cheadles and the O. R. P. Schraeders, and the Stonewall Jackson Abrams of Georgia, and the Fishguards and the Ripley Snells."
766,"Snell was there three days before he went to the penitentiary, so drunk out on the gravel drive that Mrs. Ulysses Swett’s automobile ran over his right hand."
767,"The Dancies came, too, and S. B. Whitebait, who was well over sixty, and Maurice A. Flink, and the Hammerheads, and Beluga the tobacco importer, and Beluga’s girls."
768,"From West Egg came the Poles and the Mulreadys and Cecil Roebuck and Cecil Schoen and Gulick the State senator and Newton Orchid, who controlled Films Par Excellence, and Eckhaust and Clyde Cohen and Don S. Schwartz (the son) and Arthur McCarty, all connected with the movies in one way or another."
769,"And the Catlips and the Bembergs and G. Earl Muldoon, brother to that Muldoon who afterward strangled his wife."
770,"Da Fontano the promoter came there, and Ed Legros and James B."
771,"(“Rot-Gut”) Ferret and the De Jongs and Ernest Lilly—they came to gamble, and when Ferret wandered into the garden it meant he was cleaned out and Associated Traction would have to fluctuate profitably next day."
772,A man named Klipspringer was there so often that he became known as “the boarder”—I doubt if he had any other home.
773,Of theatrical people there were Gus Waize and Horace O’Donavan and Lester Myer and George Duckweed and Francis Bull.
774,"Also from New York were the Chromes and the Backhyssons and the Dennickers and Russel Betty and the Corrigans and the Kellehers and the Dewars and the Scullys and S. W. Belcher and the Smirkes and the young Quinns, divorced now, and Henry L. Palmetto, who killed himself by jumping in front of a subway train in Times Square."
775,Benny McClenahan arrived always with four girls.
776,"They were never quite the same ones in physical person, but they were so identical one with another that it inevitably seemed they had been there before."
777,"I have forgotten their names—Jaqueline, I think, or else Consuela, or Gloria or Judy or June, and their last names were either the melodious names of flowers and months or the sterner ones of the great American capitalists whose cousins, if pressed, they would confess themselves to be."
778,"In addition to all these I can remember that Faustina O’Brien came there at least once and the Baedeker girls and young Brewer, who had his nose shot off in the war, and Mr. Albrucksburger and Miss Haag, his fiancée, and Ardita Fitz-Peters and Mr. P. Jewett, once head of the American Legion, and Miss Claudia Hip, with a man reputed to be her chauffeur, and a prince of something, whom we called Duke, and whose name, if I ever knew it, I have forgotten."
779,All these people came to Gatsby’s house in the summer.
780,"------------------------------------------------------------------------  At nine o’clock, one morning late in July, Gatsby’s gorgeous car lurched up the rocky drive to my door and gave out a burst of melody from its three-noted horn."
781,"It was the first time he had called on me, though I had gone to two of his parties, mounted in his hydroplane, and, at his urgent invitation, made frequent use of his beach."
782,"“Good morning, old sport."
783,"You’re having lunch with me today and I thought we’d ride up together.”  He was balancing himself on the dashboard of his car with that resourcefulness of movement that is so peculiarly American—that comes, I suppose, with the absence of lifting work in youth and, even more, with the formless grace of our nervous, sporadic games."
784,This quality was continually breaking through his punctilious manner in the shape of restlessness.
785,He was never quite still; there was always a tapping foot somewhere or the impatient opening and closing of a hand.
786,He saw me looking with admiration at his car.
787,"“It’s pretty, isn’t it, old sport?” He jumped off to give me a better view."
788,“Haven’t you ever seen it before?”  I’d seen it.
789,Everybody had seen it.
790,"It was a rich cream colour, bright with nickel, swollen here and there in its monstrous length with triumphant hatboxes and supper-boxes and toolboxes, and terraced with a labyrinth of windshields that mirrored a dozen suns."
791,"Sitting down behind many layers of glass in a sort of green leather conservatory, we started to town."
792,"I had talked with him perhaps half a dozen times in the past month and found, to my disappointment, that he had little to say."
793,"So my first impression, that he was a person of some undefined consequence, had gradually faded and he had become simply the proprietor of an elaborate roadhouse next door."
794,And then came that disconcerting ride.
795,We hadn’t reached West Egg village before Gatsby began leaving his elegant sentences unfinished and slapping himself indecisively on the knee of his caramel-coloured suit.
796,"“Look here, old sport,” he broke out surprisingly, “what’s your opinion of me, anyhow?”  A little overwhelmed, I began the generalized evasions which that question deserves."
797,"“Well, I’m going to tell you something about my life,” he interrupted."
798,“I don’t want you to get a wrong idea of me from all these stories you hear.”  So he was aware of the bizarre accusations that flavoured conversation in his halls.
799,“I’ll tell you God’s truth.” His right hand suddenly ordered divine retribution to stand by.
800,“I am the son of some wealthy people in the Middle West—all dead now.
801,"I was brought up in America but educated at Oxford, because all my ancestors have been educated there for many years."
802,It is a family tradition.”  He looked at me sideways—and I knew why Jordan Baker had believed he was lying.
803,"He hurried the phrase “educated at Oxford,” or swallowed it, or choked on it, as though it had bothered him before."
804,"And with this doubt, his whole statement fell to pieces, and I wondered if there wasn’t something a little sinister about him, after all."
805,“What part of the Middle West?” I inquired casually.
806,"“San Francisco.”  “I see.”  “My family all died and I came into a good deal of money.”  His voice was solemn, as if the memory of that sudden extinction of a clan still haunted him."
807,"For a moment I suspected that he was pulling my leg, but a glance at him convinced me otherwise."
808,"“After that I lived like a young rajah in all the capitals of Europe—Paris, Venice, Rome—collecting jewels, chiefly rubies, hunting big game, painting a little, things for myself only, and trying to forget something very sad that had happened to me long ago.”  With an effort I managed to restrain my incredulous laughter."
809,The very phrases were worn so threadbare that they evoked no image except that of a turbaned “character” leaking sawdust at every pore as he pursued a tiger through the Bois de Boulogne.
810,"“Then came the war, old sport."
811,"It was a great relief, and I tried very hard to die, but I seemed to bear an enchanted life."
812,I accepted a commission as first lieutenant when it began.
813,In the Argonne Forest I took the remains of my machine-gun battalion so far forward that there was a half mile gap on either side of us where the infantry couldn’t advance.
814,"We stayed there two days and two nights, a hundred and thirty men with sixteen Lewis guns, and when the infantry came up at last they found the insignia of three German divisions among the piles of dead."
815,"I was promoted to be a major, and every Allied government gave me a decoration—even Montenegro, little Montenegro down on the Adriatic Sea!”  Little Montenegro!"
816,He lifted up the words and nodded at them—with his smile.
817,The smile comprehended Montenegro’s troubled history and sympathized with the brave struggles of the Montenegrin people.
818,It appreciated fully the chain of national circumstances which had elicited this tribute from Montenegro’s warm little heart.
819,My incredulity was submerged in fascination now; it was like skimming hastily through a dozen magazines.
820,"He reached in his pocket, and a piece of metal, slung on a ribbon, fell into my palm."
821,"“That’s the one from Montenegro.”  To my astonishment, the thing had an authentic look."
822,"“Orderi di Danilo,” ran the circular legend, “Montenegro, Nicolas Rex.”  “Turn it.”  “Major Jay Gatsby,” I read, “For Valour Extraordinary.”  “Here’s another thing I always carry."
823,A souvenir of Oxford days.
824,It was taken in Trinity Quad—the man on my left is now the Earl of Doncaster.”  It was a photograph of half a dozen young men in blazers loafing in an archway through which were visible a host of spires.
825,"There was Gatsby, looking a little, not much, younger—with a cricket bat in his hand."
826,Then it was all true.
827,"I saw the skins of tigers flaming in his palace on the Grand Canal; I saw him opening a chest of rubies to ease, with their crimson-lighted depths, the gnawings of his broken heart."
828,"“I’m going to make a big request of you today,” he said, pocketing his souvenirs with satisfaction, “so I thought you ought to know something about me."
829,I didn’t want you to think I was just some nobody.
830,"You see, I usually find myself among strangers because I drift here and there trying to forget the sad things that happened to me.” He hesitated."
831,"“You’ll hear about it this afternoon.”  “At lunch?”  “No, this afternoon."
