,0
426,"[9] As to the existence of pure natural science, or physics, perhaps  many may still express doubts."
427,"But we have only to look at the  different propositions which are commonly treated of at the  commencement of proper (empirical) physical scienceâthose, for  example, relating to the permanence of the same quantity of matter,  the vis inertiae, the equality of action and reaction, etc.âto be soon  convinced that they form a science of pure physics (physica pura, or  rationalis), which well deserves to be separately exposed as a special  science, in its whole extent, whether that be great or confined."
428,"Yet, in a certain sense, this kind of knowledge must unquestionably be looked upon as given; in other words, metaphysics must be considered as really existing, if not as a science, nevertheless as a natural disposition of the human mind (metaphysica naturalis)."
429,"For human reason, without any instigations imputable to the mere vanity of great knowledge, unceasingly progresses, urged on by its own feeling of need, towards such questions as cannot be answered by any empirical application of reason, or principles derived therefrom; and so there has ever really existed in every man some system of metaphysics."
430,"It will always exist, so soon as reason awakes to the exercise of its power of speculation."
431,"And now the question arises: âHow is metaphysics, as a natural disposition, possible?â In other words, how, from the nature of universal human reason, do those questions arise which pure reason proposes to itself, and which it is impelled by its own feeling of need to answer as well as it can?"
432,"But as in all the attempts hitherto made to answer the questions which reason is prompted by its very nature to propose to itself, for example, whether the world had a beginning, or has existed from eternity, it has always met with unavoidable contradictions, we must not rest satisfied with the mere natural disposition of the mind to metaphysics, that is, with the existence of the faculty of pure reason, whence, indeed, some sort of metaphysical system always arises; but it must be possible to arrive at certainty in regard to the question whether we know or do not know the things of which metaphysics treats."
433,"We must be able to arrive at a decision on the subjects of its questions, or on the ability or inability of reason to form any judgement respecting them; and therefore either to extend with confidence the bounds of our pure reason, or to set strictly defined and safe limits to its action."
434,"This last question, which arises out of the above universal problem, would properly run thus: âHow is metaphysics possible as a science?â  Thus, the critique of reason leads at last, naturally and necessarily, to science; and, on the other hand, the dogmatical use of reason without criticism leads to groundless assertions, against which others equally specious can always be set, thus ending unavoidably in scepticism."
435,"Besides, this science cannot be of great and formidable prolixity, because it has not to do with objects of reason, the variety of which is inexhaustible, but merely with Reason herself and her problems; problems which arise out of her own bosom, and are not proposed to her by the nature of outward things, but by her own nature."
436,"And when once Reason has previously become able completely to understand her own power in regard to objects which she meets with in experience, it will be easy to determine securely the extent and limits of her attempted application to objects beyond the confines of experience."
437,"We may and must, therefore, regard the attempts hitherto made to establish metaphysical science dogmatically as non-existent."
438,"For what of analysis, that is, mere dissection of conceptions, is contained in one or other, is not the aim of, but only a preparation for metaphysics proper, which has for its object the extension, by means of synthesis, of our Ã  priori knowledge."
439,"And for this purpose, mere analysis is of course useless, because it only shows what is contained in these conceptions, but not how we arrive, Ã  priori, at them; and this it is her duty to show, in order to be able afterwards to determine their valid use in regard to all objects of experience, to all knowledge in general."
440,"But little self-denial, indeed, is needed to give up these pretensions, seeing the undeniable, and in the dogmatic mode of procedure, inevitable contradictions of Reason with herself, have long since ruined the reputation of every system of metaphysics that has appeared up to this time."
441,"It will require more firmness to remain undeterred by difficulty from within, and opposition from without, from endeavouring, by a method quite opposed to all those hitherto followed, to further the growth and fruitfulness of a science indispensable to human reasonâa science from which every branch it has borne may be cut away, but whose roots remain indestructible."
442,VII.
443,"Idea and Division of a Particular Science, under the Name of a Critique of Pure Reason."
444,"From all that has been said, there results the idea of a particular science, which may be called the Critique of Pure Reason."
445,For reason is the faculty which furnishes us with the principles of knowledge Ã  priori.
446,"Hence, pure reason is the faculty which contains the principles of cognizing anything absolutely Ã  priori."
447,An organon of pure reason would be a compendium of those principles according to which alone all pure cognitions Ã  priori can be obtained.
448,The completely extended application of such an organon would afford us a system of pure reason.
449,"As this, however, is demanding a great deal, and it is yet doubtful whether any extension of our knowledge be here possible, or, if so, in what cases; we can regard a science of the mere criticism of pure reason, its sources and limits, as the propÃ¦deutic to a system of pure reason."
450,"Such a science must not be called a doctrine, but only a critique of pure reason; and its use, in regard to speculation, would be only negative, not to enlarge the bounds of, but to purify, our reason, and to shield it against errorâwhich alone is no little gain."
451,"I apply the term transcendental to all knowledge which is not so much occupied with objects as with the mode of our cognition of these objects, so far as this mode of cognition is possible Ã  priori."
452,A system of such conceptions would be called transcendental philosophy.
453,"But this, again, is still beyond the bounds of our present essay."
454,"For as such a science must contain a complete exposition not only of our synthetical Ã  priori, but of our analytical Ã  priori knowledge, it is of too wide a range for our present purpose, because we do not require to carry our analysis any farther than is necessary to understand, in their full extent, the principles of synthesis Ã  priori, with which alone we have to do."
455,"This investigation, which we cannot properly call a doctrine, but only a transcendental critique, because it aims not at the enlargement, but at the correction and guidance, of our knowledge, and is to serve as a touchstone of the worth or worthlessness of all knowledge Ã  priori, is the sole object of our present essay."
456,"Such a critique is consequently, as far as possible, a preparation for an organon; and if this new organon should be found to fail, at least for a canon of pure reason, according to which the complete system of the philosophy of pure reason, whether it extend or limit the bounds of that reason, might one day be set forth both analytically and synthetically."
457,"For that this is possible, nay, that such a system is not of so great extent as to preclude the hope of its ever being completed, is evident."
458,"For we have not here to do with the nature of outward objects, which is infinite, but solely with the mind, which judges of the nature of objects, and, again, with the mind only in respect of its cognition Ã  priori."
459,"And the object of our investigations, as it is not to be sought without, but, altogether within, ourselves, cannot remain concealed, and in all probability is limited enough to be completely surveyed and fairly estimated, according to its worth or worthlessness."
460,Still less let the reader here expect a critique of books and systems of pure reason; our present object is exclusively a critique of the faculty of pure reason itself.
461,"Only when we make this critique our foundation, do we possess a pure touchstone for estimating the philosophical value of ancient and modern writings on this subject; and without this criterion, the incompetent historian or judge decides upon and corrects the groundless assertions of others with his own, which have themselves just as little foundation."
462,"Transcendental philosophy is the idea of a science, for which the Critique of Pure Reason must sketch the whole plan architectonically, that is, from principles, with a full guarantee for the validity and stability of all the parts which enter into the building."
463,It is the system of all the principles of pure reason.
464,"If this Critique itself does not assume the title of transcendental philosophy, it is only because, to be a complete system, it ought to contain a full analysis of all human knowledge Ã  priori."
465,"Our critique must, indeed, lay before us a complete enumeration of all the radical conceptions which constitute the said pure knowledge."
466,"But from the complete analysis of these conceptions themselves, as also from a complete investigation of those derived from them, it abstains with reason; partly because it would be deviating from the end in view to occupy itself with this analysis, since this process is not attended with the difficulty and insecurity to be found in the synthesis, to which our critique is entirely devoted, and partly because it would be inconsistent with the unity of our plan to burden this essay with the vindication of the completeness of such an analysis and deduction, with which, after all, we have at present nothing to do."
467,"This completeness of the analysis of these radical conceptions, as well as of the deduction from the conceptions Ã  priori which may be given by the analysis, we can, however, easily attain, provided only that we are in possession of all these radical conceptions, which are to serve as principles of the synthesis, and that in respect of this main purpose nothing is wanting."
468,"To the Critique of Pure Reason, therefore, belongs all that constitutes transcendental philosophy; and it is the complete idea of transcendental philosophy, but still not the science itself; because it only proceeds so far with the analysis as is necessary to the power of judging completely of our synthetical knowledge Ã  priori."
469,"The principal thing we must attend to, in the division of the parts of a science like this, is that no conceptions must enter it which contain aught empirical; in other words, that the knowledge Ã  priori must be completely pure."
470,"Hence, although the highest principles and fundamental conceptions of morality are certainly cognitions Ã  priori, yet they do not belong to transcendental philosophy; because, though they certainly do not lay the conceptions of pain, pleasure, desires, inclinations, etc."
471,"(which are all of empirical origin), at the foundation of its precepts, yet still into the conception of dutyâas an obstacle to be overcome, or as an incitement which should not be made into a motiveâthese empirical conceptions must necessarily enter, in the construction of a system of pure morality."
472,Transcendental philosophy is consequently a philosophy of the pure and merely speculative reason.
473,"For all that is practical, so far as it contains motives, relates to feelings, and these belong to empirical sources of cognition."
474,"If we wish to divide this science from the universal point of view of a science in general, it ought to comprehend, first, a Doctrine of the Elements, and, secondly, a Doctrine of the Method of pure reason."
475,"Each of these main divisions will have its subdivisions, the separate reasons for which we cannot here particularize."
476,"Only so much seems necessary, by way of introduction of premonition, that there are two sources of human knowledge (which probably spring from a common, but to us unknown root), namely, sense and understanding."
477,"By the former, objects are given to us; by the latter, thought."
478,"So far as the faculty of sense may contain representations Ã  priori, which form the conditions under which objects are given, in so far it belongs to transcendental philosophy."
479,"The transcendental doctrine of sense must form the first part of our science of elements, because the conditions under which alone the objects of human knowledge are given must precede those under which they are thought."
480,I. TRANSCENDENTAL DOCTRINE OF ELEMENTS.
481,FIRST PART.
482,TRANSCENDENTAL ÃSTHETIC.
483,Â§ I.
484,Introductory.
485,"In whatsoever mode, or by whatsoever means, our knowledge may relate to objects, it is at least quite clear that the only manner in which it immediately relates to them is by means of an intuition."
486,"To this as the indispensable groundwork, all thought points."
487,But an intuition can take place only in so far as the object is given to us.
488,"This, again, is only possible, to man at least, on condition that the object affect the mind in a certain manner."
489,"The capacity for receiving representations (receptivity) through the mode in which we are affected by objects, objects, is called sensibility."
490,"By means of sensibility, therefore, objects are given to us, and it alone furnishes us with intuitions; by the understanding they are thought, and from it arise conceptions."
491,"But an thought must directly, or indirectly, by means of certain signs, relate ultimately to intuitions; consequently, with us, to sensibility, because in no other way can an object be given to us."
492,"The effect of an object upon the faculty of representation, so far as we are affected by the said object, is sensation."
493,That sort of intuition which relates to an object by means of sensation is called an empirical intuition.
494,The undetermined object of an empirical intuition is called phenomenon.
495,"That which in the phenomenon corresponds to the sensation, I term its matter; but that which effects that the content of the phenomenon can be arranged under certain relations, I call its form."
496,"But that in which our sensations are merely arranged, and by which they are susceptible of assuming a certain form, cannot be itself sensation."
497,"It is, then, the matter of all phenomena that is given to us Ã  posteriori; the form must lie ready Ã  priori for them in the mind, and consequently can be regarded separately from all sensation."
498,"I call all representations pure, in the transcendental meaning of the word, wherein nothing is met with that belongs to sensation."
499,"And accordingly we find existing in the mind Ã  priori, the pure form of sensuous intuitions in general, in which all the manifold content of the phenomenal world is arranged and viewed under certain relations."
500,This pure form of sensibility I shall call pure intuition.
501,"Thus, if I take away from our representation of a body all that the understanding thinks as belonging to it, as substance, force, divisibility, etc., and also whatever belongs to sensation, as impenetrability, hardness, colour, etc."
502,"; yet there is still something left us from this empirical intuition, namely, extension and shape."
503,"These belong to pure intuition, which exists Ã  priori in the mind, as a mere form of sensibility, and without any real object of the senses or any sensation."
504,"The science of all the principles of sensibility Ã  priori, I call transcendental Ã¦sthetic."
505,"[10] There must, then, be such a science forming the first part of the transcendental doctrine of elements, in contradistinction to that part which contains the principles of pure thought, and which is called transcendental logic."
506,[10] The Germans are the only people who at present use this word to  indicate what others call the critique of taste.
507,"At the foundation of  this term lies the disappointed hope, which the eminent analyst,  Baumgarten, conceived, of subjecting the criticism of the beautiful to  principles of reason, and so of elevating its rules into a science."
508,But his endeavours were vain.
509,"For the said rules or criteria are, in  respect to their chief sources, merely empirical, consequently never  can serve as determinate laws Ã  priori, by which our judgement in  matters of taste is to be directed."
510,It is rather our judgement which  forms the proper test as to the correctness of the principles.
511,"On this  account it is advisable to give up the use of the term as designating  the critique of taste, and to apply it solely to that doctrine, which  is true scienceâthe science of the laws of sensibilityâand thus come  nearer to the language and the sense of the ancients in their  well-known division of the objects of cognition into aiotheta kai  noeta, or to share it with speculative philosophy, and employ it  partly in a transcendental, partly in a psychological signification."
512,"In the science of transcendental Ã¦sthetic accordingly, we shall first isolate sensibility or the sensuous faculty, by separating from it all that is annexed to its perceptions by the conceptions of understanding, so that nothing be left but empirical intuition."
513,"In the next place we shall take away from this intuition all that belongs to sensation, so that nothing may remain but pure intuition, and the mere form of phenomena, which is all that the sensibility can afford Ã  priori."
514,"From this investigation it will be found that there are two pure forms of sensuous intuition, as principles of knowledge Ã  priori, namely, space and time."
515,To the consideration of these we shall now proceed.
516,SECTION I.
517,Of Space.
518,Â§ 2.
519,Metaphysical Exposition of this Conception.
520,"By means of the external sense (a property of the mind), we represent to ourselves objects as without us, and these all in space."
521,"Herein alone are their shape, dimensions, and relations to each other determined or determinable."
522,"The internal sense, by means of which the mind contemplates itself or its internal state, gives, indeed, no intuition of the soul as an object; yet there is nevertheless a determinate form, under which alone the contemplation of our internal state is possible, so that all which relates to the inward determinations of the mind is represented in relations of time."
523,"Of time we cannot have any external intuition, any more than we can have an internal intuition of space."
524,What then are time and space?
525,Are they real existences?
526,"Or, are they merely relations or determinations of things, such, however, as would equally belong to these things in themselves, though they should never become objects of intuition; or, are they such as belong only to the form of intuition, and consequently to the subjective constitution of the mind, without which these predicates of time and space could not be attached to any object?"
527,"In order to become informed on these points, we shall first give an exposition of the conception of space."
528,"By exposition, I mean the clear, though not detailed, representation of that which belongs to a conception; and an exposition is metaphysical when it contains that which represents the conception as given Ã  priori."
529,1.
530,Space is not a conception which has been derived from outward experiences.
531,"For, in order that certain sensations may relate to something without me (that is, to something which occupies a different part of space from that in which I am); in like manner, in order that I may represent them not merely as without, of, and near to each other, but also in separate places, the representation of space must already exist as a foundation."
532,"Consequently, the representation of space cannot be borrowed from the relations of external phenomena through experience; but, on the contrary, this external experience is itself only possible through the said antecedent representation."
533,2.
534,"Space then is a necessary representation Ã  priori, which serves for the foundation of all external intuitions."
535,"We never can imagine or make a representation to ourselves of the non-existence of space, though we may easily enough think that no objects are found in it."
536,"It must, therefore, be considered as the condition of the possibility of phenomena, and by no means as a determination dependent on them, and is a representation Ã  priori, which necessarily supplies the basis for external phenomena."
537,3.
538,"Space is no discursive, or as we say, general conception of the relations of things, but a pure intuition."
539,"For, in the first place, we can only represent to ourselves one space, and, when we talk of divers spaces, we mean only parts of one and the same space."
540,"Moreover, these parts cannot antecede this one all-embracing space, as the component parts from which the aggregate can be made up, but can be cogitated only as existing in it."
541,"Space is essentially one, and multiplicity in it, consequently the general notion of spaces, of this or that space, depends solely upon limitations."
542,Hence it follows that an Ã  priori intuition (which is not empirical) lies at the root of all our conceptions of space.
543,"Thus, moreover, the principles of geometryâfor example, that âin a triangle, two sides together are greater than the third,â are never deduced from general conceptions of line and triangle, but from intuition, and this Ã  priori, with apodeictic certainty."
544,4.
545,Space is represented as an infinite given quantity.
546,"Now every conception must indeed be considered as a representation which is contained in an infinite multitude of different possible representations, which, therefore, comprises these under itself; but no conception, as such, can be so conceived, as if it contained within itself an infinite multitude of representations."
547,"Nevertheless, space is so conceived of, for all parts of space are equally capable of being produced to infinity."
548,"Consequently, the original representation of space is an intuition Ã  priori, and not a conception."
549,Â§ 3.
550,Transcendental Exposition of the Conception of Space.
551,"By a transcendental exposition, I mean the explanation of a conception, as a principle, whence can be discerned the possibility of other synthetical Ã  priori cognitions."
552,"For this purpose, it is requisite, firstly, that such cognitions do really flow from the given conception; and, secondly, that the said cognitions are only possible under the presupposition of a given mode of explaining this conception."
553,"Geometry is a science which determines the properties of space synthetically, and yet Ã  priori."
554,"What, then, must be our representation of space, in order that such a cognition of it may be possible?"
555,"It must be originally intuition, for from a mere conception, no propositions can be deduced which go out beyond the conception, and yet this happens in geometry."
556,(Introd.
557,"V.) But this intuition must be found in the mind Ã  priori, that is, before any perception of objects, consequently must be pure, not empirical, intuition."
558,"For geometrical principles are always apodeictic, that is, united with the consciousness of their necessity, as: âSpace has only three dimensions.â But propositions of this kind cannot be empirical judgements, nor conclusions from them."
559,(Introd.
560,II.)
561,"Now, how can an external intuition anterior to objects themselves, and in which our conception of objects can be determined Ã  priori, exist in the human mind?"
562,"Obviously not otherwise than in so far as it has its seat in the subject only, as the formal capacity of the subjectâs being affected by objects, and thereby of obtaining immediate representation, that is, intuition; consequently, only as the form of the external sense in general."
563,"Thus it is only by means of our explanation that the possibility of geometry, as a synthetical science Ã  priori, becomes comprehensible."
564,"Every mode of explanation which does not show us this possibility, although in appearance it may be similar to ours, can with the utmost certainty be distinguished from it by these marks."
565,Â§ 4.
566,Conclusions from the foregoing Conceptions.
567,"(a) Space does not represent any property of objects as things in themselves, nor does it represent them in their relations to each other; in other words, space does not represent to us any determination of objects such as attaches to the objects themselves, and would remain, even though all subjective conditions of the intuition were abstracted."
568,"For neither absolute nor relative determinations of objects can be intuited prior to the existence of the things to which they belong, and therefore not Ã  priori."
569,"(b) Space is nothing else than the form of all phenomena of the external sense, that is, the subjective condition of the sensibility, under which alone external intuition is possible."
570,"Now, because the receptivity or capacity of the subject to be affected by objects necessarily antecedes all intuitions of these objects, it is easily understood how the form of all phenomena can be given in the mind previous to all actual perceptions, therefore Ã  priori, and how it, as a pure intuition, in which all objects must be determined, can contain principles of the relations of these objects prior to all experience."
571,"It is therefore from the human point of view only that we can speak of space, extended objects, etc."
572,"If we depart from the subjective condition, under which alone we can obtain external intuition, or, in other words, by means of which we are affected by objects, the representation of space has no meaning whatsoever."
573,"This predicate is only applicable to things in so far as they appear to us, that is, are objects of sensibility."
574,"The constant form of this receptivity, which we call sensibility, is a necessary condition of all relations in which objects can be intuited as existing without us, and when abstraction of these objects is made, is a pure intuition, to which we give the name of space."
575,"It is clear that we cannot make the special conditions of sensibility into conditions of the possibility of things, but only of the possibility of their existence as far as they are phenomena."
576,"And so we may correctly say that space contains all which can appear to us externally, but not all things considered as things in themselves, be they intuited or not, or by whatsoever subject one will."
577,"As to the intuitions of other thinking beings, we cannot judge whether they are or are not bound by the same conditions which limit our own intuition, and which for us are universally valid."
578,"If we join the limitation of a judgement to the conception of the subject, then the judgement will possess unconditioned validity."
579,"For example, the proposition, âAll objects are beside each other in space,â is valid only under the limitation that these things are taken as objects of our sensuous intuition."
580,"But if I join the condition to the conception and say, âAll things, as external phenomena, are beside each other in space,â then the rule is valid universally, and without any limitation."
581,"Our expositions, consequently, teach the reality (i.e., the objective validity) of space in regard of all which can be presented to us externally as object, and at the same time also the ideality of space in regard to objects when they are considered by means of reason as things in themselves, that is, without reference to the constitution of our sensibility."
582,"We maintain, therefore, the empirical reality of space in regard to all possible external experience, although we must admit its transcendental ideality; in other words, that it is nothing, so soon as we withdraw the condition upon which the possibility of all experience depends and look upon space as something that belongs to things in themselves."
583,"But, with the exception of space, there is no representation, subjective and referring to something external to us, which could be called objective Ã  priori."
584,"For there are no other subjective representations from which we can deduce synthetical propositions Ã  priori, as we can from the intuition of space."
585,(See Â§ 3.)
586,"Therefore, to speak accurately, no ideality whatever belongs to these, although they agree in this respect with the representation of space, that they belong merely to the subjective nature of the mode of sensuous perception; such a mode, for example, as that of sight, of hearing, and of feeling, by means of the sensations of colour, sound, and heat, but which, because they are only sensations and not intuitions, do not of themselves give us the cognition of any object, least of all, an Ã  priori cognition."
587,"My purpose, in the above remark, is merely this: to guard any one against illustrating the asserted ideality of space by examples quite insufficient, for example, by colour, taste, etc."
588,"; for these must be contemplated not as properties of things, but only as changes in the subject, changes which may be different in different men."
589,"For, in such a case, that which is originally a mere phenomenon, a rose, for example, is taken by the empirical understanding for a thing in itself, though to every different eye, in respect of its colour, it may appear different."
590,"On the contrary, the transcendental conception of phenomena in space is a critical admonition, that, in general, nothing which is intuited in space is a thing in itself, and that space is not a form which belongs as a property to things; but that objects are quite unknown to us in themselves, and what we call outward objects, are nothing else but mere representations of our sensibility, whose form is space, but whose real correlate, the thing in itself, is not known by means of these representations, nor ever can be, but respecting which, in experience, no inquiry is ever made."
591,SECTION II.
592,Of Time.
593,Â§ 5.
594,Metaphysical Exposition of this Conception.
595,1.
596,Time is not an empirical conception.
597,"For neither coexistence nor succession would be perceived by us, if the representation of time did not exist as a foundation Ã  priori."
598,"Without this presupposition we could not represent to ourselves that things exist together at one and the same time, or at different times, that is, contemporaneously, or in succession."
599,2.
600,"Time is a necessary representation, lying at the foundation of all our intuitions."
601,"With regard to phenomena in general, we cannot think away time from them, and represent them to ourselves as out of and unconnected with time, but we can quite well represent to ourselves time void of phenomena."
602,Time is therefore given Ã  priori.
603,In it alone is all reality of phenomena possible.
604,"These may all be annihilated in thought, but time itself, as the universal condition of their possibility, cannot be so annulled."
605,3.
606,"On this necessity Ã  priori is also founded the possibility of apodeictic principles of the relations of time, or axioms of time in general, such as: âTime has only one dimension,â âDifferent times are not coexistent but successiveâ (as different spaces are not successive but coexistent)."
607,"These principles cannot be derived from experience, for it would give neither strict universality, nor apodeictic certainty."
608,"We should only be able to say, âso common experience teaches us,â but not âit must be so.â They are valid as rules, through which, in general, experience is possible; and they instruct us respecting experience, and not by means of it."
609,4.
610,"Time is not a discursive, or as it is called, general conception, but a pure form of the sensuous intuition."
611,Different times are merely parts of one and the same time.
612,But the representation which can only be given by a single object is an intuition.
613,"Besides, the proposition that different times cannot be coexistent could not be derived from a general conception."
614,"For this proposition is synthetical, and therefore cannot spring out of conceptions alone."
615,It is therefore contained immediately in the intuition and representation of time.
616,5.
617,The infinity of time signifies nothing more than that every determined quantity of time is possible only through limitations of one time lying at the foundation.
618,"Consequently, the original representation, time, must be given as unlimited."
619,"But as the determinate representation of the parts of time and of every quantity of an object can only be obtained by limitation, the complete representation of time must not be furnished by means of conceptions, for these contain only partial representations."
620,"Conceptions, on the contrary, must have immediate intuition for their basis."
621,Â§ 6 Transcendental Exposition of the Conception of Time.
622,"I may here refer to what is said above (Â§ 5, 3), where, for or sake of brevity, I have placed under the head of metaphysical exposition, that which is properly transcendental."
623,"Here I shall add that the conception of change, and with it the conception of motion, as change of place, is possible only through and in the representation of time; that if this representation were not an intuition (internal) Ã  priori, no conception, of whatever kind, could render comprehensible the possibility of change, in other words, of a conjunction of contradictorily opposed predicates in one and the same object, for example, the presence of a thing in a place and the non-presence of the same thing in the same place."
624,"It is only in time that it is possible to meet with two contradictorily opposed determinations in one thing, that is, after each other."
625,"Thus our conception of time explains the possibility of so much synthetical knowledge Ã  priori, as is exhibited in the general doctrine of motion, which is not a little fruitful."
626,Â§ 7.
627,Conclusions from the above Conceptions.
628,"(a) Time is not something which subsists of itself, or which inheres in things as an objective determination, and therefore remains, when abstraction is made of the subjective conditions of the intuition of things."
629,"For in the former case, it would be something real, yet without presenting to any power of perception any real object."
630,"In the latter case, as an order or determination inherent in things themselves, it could not be antecedent to things, as their condition, nor discerned or intuited by means of synthetical propositions Ã  priori."
631,But all this is quite possible when we regard time as merely the subjective condition under which all our intuitions take place.
632,"For in that case, this form of the inward intuition can be represented prior to the objects, and consequently Ã  priori."
633,"(b) Time is nothing else than the form of the internal sense, that is, of the intuitions of self and of our internal state."
634,For time cannot be any determination of outward phenomena.
635,"It has to do neither with shape nor position; on the contrary, it determines the relation of representations in our internal state."
636,"And precisely because this internal intuition presents to us no shape or form, we endeavour to supply this want by analogies, and represent the course of time by a line progressing to infinity, the content of which constitutes a series which is only of one dimension; and we conclude from the properties of this line as to all the properties of time, with this single exception, that the parts of the line are coexistent, whilst those of time are successive."
637,"From this it is clear also that the representation of time is itself an intuition, because all its relations can be expressed in an external intuition."
638,(c) Time is the formal condition Ã  priori of all phenomena whatsoever.
639,"Space, as the pure form of external intuition, is limited as a condition Ã  priori to external phenomena alone."
640,"On the other hand, because all representations, whether they have or have not external things for their objects, still in themselves, as determinations of the mind, belong to our internal state; and because this internal state is subject to the formal condition of the internal intuition, that is, to timeâtime is a condition Ã  priori of all phenomena whatsoeverâthe immediate condition of all internal, and thereby the mediate condition of all external phenomena."
641,"If I can say Ã  priori, âAll outward phenomena are in space, and determined Ã  priori according to the relations of space,â I can also, from the principle of the internal sense, affirm universally, âAll phenomena in general, that is, all objects of the senses, are in time and stand necessarily in relations of time.â  If we abstract our internal intuition of ourselves and all external intuitions, possible only by virtue of this internal intuition and presented to us by our faculty of representation, and consequently take objects as they are in themselves, then time is nothing."
642,"It is only of objective validity in regard to phenomena, because these are things which we regard as objects of our senses."
643,"It no longer objective we, make abstraction of the sensuousness of our intuition, in other words, of that mode of representation which is peculiar to us, and speak of things in general."
644,"Time is therefore merely a subjective condition of our (human) intuition (which is always sensuous, that is, so far as we are affected by objects), and in itself, independently of the mind or subject, is nothing."
645,"Nevertheless, in respect of all phenomena, consequently of all things which come within the sphere of our experience, it is necessarily objective."
646,"We cannot say, âAll things are in time,â because in this conception of things in general, we abstract and make no mention of any sort of intuition of things."
647,But this is the proper condition under which time belongs to our representation of objects.
648,"If we add the condition to the conception, and say, âAll things, as phenomena, that is, objects of sensuous intuition, are in time,â then the proposition has its sound objective validity and universality Ã  priori."
649,"What we have now set forth teaches, therefore, the empirical reality of time; that is, its objective validity in reference to all objects which can ever be presented to our senses."
650,"And as our intuition is always sensuous, no object ever can be presented to us in experience, which does not come under the conditions of time."
651,"On the other hand, we deny to time all claim to absolute reality; that is, we deny that it, without having regard to the form of our sensuous intuition, absolutely inheres in things as a condition or property."
652,Such properties as belong to objects as things in themselves never can be presented to us through the medium of the senses.
653,"Herein consists, therefore, the transcendental ideality of time, according to which, if we abstract the subjective conditions of sensuous intuition, it is nothing, and cannot be reckoned as subsisting or inhering in objects as things in themselves, independently of its relation to our intuition."
654,"This ideality, like that of space, is not to be proved or illustrated by fallacious analogies with sensations, for this reasonâthat in such arguments or illustrations, we make the presupposition that the phenomenon, in which such and such predicates inhere, has objective reality, while in this case we can only find such an objective reality as is itself empirical, that is, regards the object as a mere phenomenon."
655,"In reference to this subject, see the remark in Section I (Â§ 4)  Â§ 8."
656,Elucidation.
657,"Against this theory, which grants empirical reality to time, but denies to it absolute and transcendental reality, I have heard from intelligent men an objection so unanimously urged that I conclude that it must naturally present itself to every reader to whom these considerations are novel."
658,"It runs thus: âChanges are realâ (this the continual change in our own representations demonstrates, even though the existence of all external phenomena, together with their changes, is denied)."
659,"Now, changes are only possible in time, and therefore time must be something real."
660,But there is no difficulty in answering this.
661,I grant the whole argument.
662,"Time, no doubt, is something real, that is, it is the real form of our internal intuition."
663,"It therefore has subjective reality, in reference to our internal experience, that is, I have really the representation of time and of my determinations therein."
664,"Time, therefore, is not to be regarded as an object, but as the mode of representation of myself as an object."
665,"But if I could intuite myself, or be intuited by another being, without this condition of sensibility, then those very determinations which we now represent to ourselves as changes, would present to us a knowledge in which the representation of time, and consequently of change, would not appear."
666,"The empirical reality of time, therefore, remains, as the condition of all our experience."
667,"But absolute reality, according to what has been said above, cannot be granted it."
668,Time is nothing but the form of our internal intuition.
669,"[11] If we take away from it the special condition of our sensibility, the conception of time also vanishes; and it inheres not in the objects themselves, but solely in the subject (or mind) which intuites them."
670,"[11] I can indeed say âmy representations follow one another, or are  successiveâ; but this means only that we are conscious of them as in a  succession, that is, according to the form of the internal sense."
671,"Time, therefore, is not a thing in itself, nor is it any objective  determination pertaining to, or inherent in things."
672,"But the reason why this objection is so unanimously brought against our doctrine of time, and that too by disputants who cannot start any intelligible arguments against the doctrine of the ideality of space, is thisâthey have no hope of demonstrating apodeictically the absolute reality of space, because the doctrine of idealism is against them, according to which the reality of external objects is not capable of any strict proof."
673,"On the other hand, the reality of the object of our internal sense (that is, myself and my internal state) is clear immediately through consciousness."
674,"The formerâexternal objects in spaceâmight be a mere delusion, but the latterâthe object of my internal perceptionâis undeniably real."
675,"They do not, however, reflect that both, without question of their reality as representations, belong only to the genus phenomenon, which has always two aspects, the one, the object considered as a thing in itself, without regard to the mode of intuiting it, and the nature of which remains for this very reason problematical, the other, the form of our intuition of the object, which must be sought not in the object as a thing in itself, but in the subject to which it appearsâwhich form of intuition nevertheless belongs really and necessarily to the phenomenal object."
676,"Time and space are, therefore, two sources of knowledge, from which, Ã  priori, various synthetical cognitions can be drawn."
677,"Of this we find a striking example in the cognitions of space and its relations, which form the foundation of pure mathematics."
678,"They are the two pure forms of all intuitions, and thereby make synthetical propositions Ã  priori possible."
679,"But these sources of knowledge being merely conditions of our sensibility, do therefore, and as such, strictly determine their own range and purpose, in that they do not and cannot present objects as things in themselves, but are applicable to them solely in so far as they are considered as sensuous phenomena."
680,"The sphere of phenomena is the only sphere of their validity, and if we venture out of this, no further objective use can be made of them."
681,"For the rest, this formal reality of time and space leaves the validity of our empirical knowledge unshaken; for our certainty in that respect is equally firm, whether these forms necessarily inhere in the things themselves, or only in our intuitions of them."
