,0
366,"A pear tree there was near our vineyard, laden with fruit, tempting neither for colour nor taste."
367,"To shake and rob this, some lewd young fellows of us went, late one night (having according to our pestilent custom prolonged our sports in the streets till then), and took huge loads, not for our eating, but to fling to the very hogs, having only tasted them."
368,"And this, but to do what we liked only, because it was misliked."
369,"Behold my heart, O God, behold my heart, which Thou hadst pity upon in the bottom of the bottomless pit."
370,"Now, behold, let my heart tell Thee what it sought there, that I should be gratuitously evil, having no temptation to ill, but the ill itself."
371,"It was foul, and I loved it; I loved to perish, I loved mine own fault, not that for which I was faulty, but my fault itself."
372,"Foul soul, falling from Thy firmament to utter destruction; not seeking aught through the shame, but the shame itself!"
373,"For there is an attractiveness in beautiful bodies, in gold and silver, and all things; and in bodily touch, sympathy hath much influence, and each other sense hath his proper object answerably tempered."
374,"Worldy honour hath also its grace, and the power of overcoming, and of mastery; whence springs also the thirst of revenge."
375,"But yet, to obtain all these, we may not depart from Thee, O Lord, nor decline from Thy law."
376,"The life also which here we live hath its own enchantment, through a certain proportion of its own, and a correspondence with all things beautiful here below."
377,"Human friendship also is endeared with a sweet tie, by reason of the unity formed of many souls."
378,"Upon occasion of all these, and the like, is sin committed, while through an immoderate inclination towards these goods of the lowest order, the better and higher are forsaken,--Thou, our Lord God, Thy truth, and Thy law."
379,"For these lower things have their delights, but not like my God, who made all things; for in Him doth the righteous delight, and He is the joy of the upright in heart."
380,"When, then, we ask why a crime was done, we believe it not, unless it appear that there might have been some desire of obtaining some of those which we called lower goods, or a fear of losing them."
381,"For they are beautiful and comely; although compared with those higher and beatific goods, they be abject and low."
382,A man hath murdered another; why?
383,"he loved his wife or his estate; or would rob for his own livelihood; or feared to lose some such things by him; or, wronged, was on fire to be revenged."
384,"Would any commit murder upon no cause, delighted simply in murdering?"
385,who would believe it?
386,"for as for that furious and savage man, of whom it is said that he was gratuitously evil and cruel, yet is the cause assigned; ""lest"" (saith he) ""through idleness hand or heart should grow inactive."""
387,And to what end?
388,"that, through that practice of guilt, he might, having taken the city, attain to honours, empire, riches, and be freed from fear of the laws, and his embarrassments from domestic needs, and consciousness of villainies."
389,"So then, not even Catiline himself loved his own villainies, but something else, for whose sake he did them."
390,"What then did wretched I so love in thee, thou theft of mine, thou deed of darkness, in that sixteenth year of my age?"
391,"Lovely thou wert not, because thou wert theft."
392,"But art thou any thing, that thus I speak to thee?"
393,"Fair were the pears we stole, because they were Thy creation, Thou fairest of all, Creator of all, Thou good God; God, the sovereign good and my true good."
394,"Fair were those pears, but not them did my wretched soul desire; for I had store of better, and those I gathered, only that I might steal."
395,"For, when gathered, I flung them away, my only feast therein being my own sin, which I was pleased to enjoy."
396,"For if aught of those pears came within my mouth, what sweetened it was the sin."
397,"And now, O Lord my God, I enquire what in that theft delighted me; and behold it hath no loveliness; I mean not such loveliness as in justice and wisdom; nor such as is in the mind and memory, and senses, and animal life of man; nor yet as the stars are glorious and beautiful in their orbs; or the earth, or sea, full of embryo-life, replacing by its birth that which decayeth; nay, nor even that false and shadowy beauty which belongeth to deceiving vices."
398,For so doth pride imitate exaltedness; whereas Thou alone art God exalted over all.
399,"Ambition, what seeks it, but honours and glory?"
400,"whereas Thou alone art to be honoured above all, and glorious for evermore."
401,"The cruelty of the great would fain be feared; but who is to be feared but God alone, out of whose power what can be wrested or withdrawn?"
402,"when, or where, or whither, or by whom?"
403,"The tendernesses of the wanton would fain be counted love: yet is nothing more tender than Thy charity; nor is aught loved more healthfully than that Thy truth, bright and beautiful above all."
404,Curiosity makes semblance of a desire of knowledge; whereas Thou supremely knowest all.
405,"Yea, ignorance and foolishness itself is cloaked under the name of simplicity and uninjuriousness; because nothing is found more single than Thee: and what less injurious, since they are his own works which injure the sinner?"
406,"Yea, sloth would fain be at rest; but what stable rest besides the Lord?"
407,Luxury affects to be called plenty and abundance; but Thou art the fulness and never-failing plenteousness of incorruptible pleasures.
408,Prodigality presents a shadow of liberality: but Thou art the most overflowing Giver of all good.
409,Covetousness would possess many things; and Thou possessest all things.
410,Envy disputes for excellency: what more excellent than Thou?
411,Anger seeks revenge: who revenges more justly than Thou?
412,"Fear startles at things unwonted and sudden, which endangers things beloved, and takes forethought for their safety; but to Thee what unwonted or sudden, or who separateth from Thee what Thou lovest?"
413,Or where but with Thee is unshaken safety?
414,"Grief pines away for things lost, the delight of its desires; because it would have nothing taken from it, as nothing can from Thee."
415,"Thus doth the soul commit fornication, when she turns from Thee, seeking without Thee, what she findeth not pure and untainted, till she returns to Thee."
416,"Thus all pervertedly imitate Thee, who remove far from Thee, and lift themselves up against Thee."
417,"But even by thus imitating Thee, they imply Thee to be the Creator of all nature; whence there is no place whither altogether to retire from Thee."
418,What then did I love in that theft?
419,and wherein did I even corruptly and pervertedly imitate my Lord?
420,"Did I wish even by stealth to do contrary to Thy law, because by power I could not, so that being a prisoner, I might mimic a maimed liberty by doing with impunity things unpermitted me, a darkened likeness of Thy Omnipotency?"
421,"Behold, Thy servant, fleeing from his Lord, and obtaining a shadow."
422,"O rottenness, O monstrousness of life, and depth of death!"
423,"could I like what I might not, only because I might not?"
424,"What shall I render unto the Lord, that, whilst my memory recalls these things, my soul is not affrighted at them?"
425,"I will love Thee, O Lord, and thank Thee, and confess unto Thy name; because Thou hast forgiven me these so great and heinous deeds of mine."
426,"To Thy grace I ascribe it, and to Thy mercy, that Thou hast melted away my sins as it were ice."
427,"To Thy grace I ascribe also whatsoever I have not done of evil; for what might I not have done, who even loved a sin for its own sake?"
428,"Yea, all I confess to have been forgiven me; both what evils I committed by my own wilfulness, and what by Thy guidance I committed not."
429,"What man is he, who, weighing his own infirmity, dares to ascribe his purity and innocency to his own strength; that so he should love Thee the less, as if he had less needed Thy mercy, whereby Thou remittest sins to those that turn to Thee?"
430,"For whosoever, called by Thee, followed Thy voice, and avoided those things which he reads me recalling and confessing of myself, let him not scorn me, who being sick, was cured by that Physician, through whose aid it was that he was not, or rather was less, sick: and for this let him love Thee as much, yea and more; since by whom he sees me to have been recovered from such deep consumption of sin, by Him he sees himself to have been from the like consumption of sin preserved."
431,What fruit had I then (wretched man!)
432,"in those things, of the remembrance whereof I am now ashamed?"
433,"Especially, in that theft which I loved for the theft's sake; and it too was nothing, and therefore the more miserable I, who loved it."
434,"Yet alone I had not done it: such was I then, I remember, alone I had never done it."
435,"I loved then in it also the company of the accomplices, with whom I did it?"
436,"I did not then love nothing else but the theft, yea rather I did love nothing else; for that circumstance of the company was also nothing."
437,"What is, in truth?"
438,"who can teach me, save He that enlighteneth my heart, and discovereth its dark corners?"
439,"What is it which hath come into my mind to enquire, and discuss, and consider?"
440,"For had I then loved the pears I stole, and wished to enjoy them, I might have done it alone, had the bare commission of the theft sufficed to attain my pleasure; nor needed I have inflamed the itching of my desires by the excitement of accomplices."
441,"But since my pleasure was not in those pears, it was in the offence itself, which the company of fellow-sinners occasioned."
442,What then was this feeling?
443,"For of a truth it was too foul: and woe was me, who had it."
444,But yet what was it?
445,Who can understand his errors?
446,"It was the sport, which as it were tickled our hearts, that we beguiled those who little thought what we were doing, and much disliked it."
447,Why then was my delight of such sort that I did it not alone?
448,Because none doth ordinarily laugh alone?
449,"ordinarily no one; yet laughter sometimes masters men alone and singly when no one whatever is with them, if anything very ludicrous presents itself to their senses or mind."
450,Yet I had not done this alone; alone I had never done it.
451,"Behold my God, before Thee, the vivid remembrance of my soul; alone, I had never committed that theft wherein what I stole pleased me not, but that I stole; nor had it alone liked me to do it, nor had I done it."
452,O friendship too unfriendly!
453,"thou incomprehensible inveigler of the soul, thou greediness to do mischief out of mirth and wantonness, thou thirst of others' loss, without lust of my own gain or revenge: but when it is said, ""Let's go, let's do it,"" we are ashamed not to be shameless."
454,Who can disentangle that twisted and intricate knottiness?
455,"Foul is it: I hate to think on it, to look on it."
456,"But Thee I long for, O Righteousness and Innocency, beautiful and comely to all pure eyes, and of a satisfaction unsating."
457,"With Thee is rest entire, and life imperturbable."
458,"Whoso enters into Thee, enters into the joy of his Lord: and shall not fear, and shall do excellently in the All-Excellent."
459,"I sank away from Thee, and I wandered, O my God, too much astray from Thee my stay, in these days of my youth, and I became to myself a barren land."
460,"BOOK III   To Carthage I came, where there sang all around me in my ears a cauldron of unholy loves."
461,"I loved not yet, yet I loved to love, and out of a deep-seated want, I hated myself for wanting not."
462,"I sought what I might love, in love with loving, and safety I hated, and a way without snares."
463,"For within me was a famine of that inward food, Thyself, my God; yet, through that famine I was not hungered; but was without all longing for incorruptible sustenance, not because filled therewith, but the more empty, the more I loathed it."
464,"For this cause my soul was sickly and full of sores, it miserably cast itself forth, desiring to be scraped by the touch of objects of sense."
465,"Yet if these had not a soul, they would not be objects of love."
466,"To love then, and to be beloved, was sweet to me; but more, when I obtained to enjoy the person I loved, I defiled, therefore, the spring of friendship with the filth of concupiscence, and I beclouded its brightness with the hell of lustfulness; and thus foul and unseemly, I would fain, through exceeding vanity, be fine and courtly."
467,I fell headlong then into the love wherein I longed to be ensnared.
468,"My God, my Mercy, with how much gall didst Thou out of Thy great goodness besprinkle for me that sweetness?"
469,"For I was both beloved, and secretly arrived at the bond of enjoying; and was with joy fettered with sorrow-bringing bonds, that I might be scourged with the iron burning rods of jealousy, and suspicions, and fears, and angers, and quarrels."
470,"Stage-plays also carried me away, full of images of my miseries, and of fuel to my fire."
471,"Why is it, that man desires to be made sad, beholding doleful and tragical things, which yet himself would no means suffer?"
472,"yet he desires as a spectator to feel sorrow at them, and this very sorrow is his pleasure."
473,What is this but a miserable madness?
474,"for a man is the more affected with these actions, the less free he is from such affections."
475,"Howsoever, when he suffers in his own person, it uses to be styled misery: when he compassionates others, then it is mercy."
476,But what sort of compassion is this for feigned and scenical passions?
477,"for the auditor is not called on to relieve, but only to grieve: and he applauds the actor of these fictions the more, the more he grieves."
478,"And if the calamities of those persons (whether of old times, or mere fiction) be so acted, that the spectator is not moved to tears, he goes away disgusted and criticising; but if he be moved to passion, he stays intent, and weeps for joy."
479,Are griefs then too loved?
480,Verily all desire joy.
481,"Or whereas no man likes to be miserable, is he yet pleased to be merciful?"
482,"which because it cannot be without passion, for this reason alone are passions loved?"
483,This also springs from that vein of friendship.
484,But whither goes that vein?
485,whither flows it?
486,"wherefore runs it into that torrent of pitch bubbling forth those monstrous tides of foul lustfulness, into which it is wilfully changed and transformed, being of its own will precipitated and corrupted from its heavenly clearness?"
487,Shall compassion then be put away?
488,by no means.
489,Be griefs then sometimes loved.
490,"But beware of uncleanness, O my soul, under the guardianship of my God, the God of our fathers, who is to be praised and exalted above all for ever, beware of uncleanness."
491,"For I have not now ceased to pity; but then in the theatres I rejoiced with lovers when they wickedly enjoyed one another, although this was imaginary only in the play."
492,"And when they lost one another, as if very compassionate, I sorrowed with them, yet had my delight in both."
493,"But now I much more pity him that rejoiceth in his wickedness, than him who is thought to suffer hardship, by missing some pernicious pleasure, and the loss of some miserable felicity."
494,"This certainly is the truer mercy, but in it grief delights not."
495,"For though he that grieves for the miserable, be commended for his office of charity; yet had he, who is genuinely compassionate, rather there were nothing for him to grieve for."
496,"For if good will be ill willed (which can never be), then may he, who truly and sincerely commiserates, wish there might be some miserable, that he might commiserate."
497,"Some sorrow may then be allowed, none loved."
498,"For thus dost Thou, O Lord God, who lovest souls far more purely than we, and hast more incorruptibly pity on them, yet are wounded with no sorrowfulness."
499,And who is sufficient for these things?
500,"But I, miserable, then loved to grieve, and sought out what to grieve at, when in another's and that feigned and personated misery, that acting best pleased me, and attracted me the most vehemently, which drew tears from me."
501,"What marvel that an unhappy sheep, straying from Thy flock, and impatient of Thy keeping, I became infected with a foul disease?"
502,"And hence the love of griefs; not such as should sink deep into me; for I loved not to suffer, what I loved to look on; but such as upon hearing their fictions should lightly scratch the surface; upon which, as on envenomed nails, followed inflamed swelling, impostumes, and a putrefied sore."
503,"My life being such, was it life, O my God?"
504,And Thy faithful mercy hovered over me afar.
505,"Upon how grievous iniquities consumed I myself, pursuing a sacrilegious curiosity, that having forsaken Thee, it might bring me to the treacherous abyss, and the beguiling service of devils, to whom I sacrificed my evil actions, and in all these things Thou didst scourge me!"
506,"I dared even, while Thy solemnities were celebrated within the walls of Thy Church, to desire, and to compass a business deserving death for its fruits, for which Thou scourgedst me with grievous punishments, though nothing to my fault, O Thou my exceeding mercy, my God, my refuge from those terrible destroyers, among whom I wandered with a stiff neck, withdrawing further from Thee, loving mine own ways, and not Thine; loving a vagrant liberty."
507,"Those studies also, which were accounted commendable, had a view to excelling in the courts of litigation; the more bepraised, the craftier."
508,"Such is men's blindness, glorying even in their blindness."
509,"And now I was chief in the rhetoric school, whereat I joyed proudly, and I swelled with arrogancy, though (Lord, Thou knowest) far quieter and altogether removed from the subvertings of those ""Subverters"" (for this ill-omened and devilish name was the very badge of gallantry) among whom I lived, with a shameless shame that I was not even as they."
510,"With them I lived, and was sometimes delighted with their friendship, whose doings I ever did abhor--i.e., their ""subvertings,"" wherewith they wantonly persecuted the modesty of strangers, which they disturbed by a gratuitous jeering, feeding thereon their malicious birth."
511,Nothing can be liker the very actions of devils than these.
512,"What then could they be more truly called than ""Subverters""?"
513,"themselves subverted and altogether perverted first, the deceiving spirits secretly deriding and seducing them, wherein themselves delight to jeer at and deceive others."
514,"Among such as these, in that unsettled age of mine, learned I books of eloquence, wherein I desired to be eminent, out of a damnable and vainglorious end, a joy in human vanity."
515,"In the ordinary course of study, I fell upon a certain book of Cicero, whose speech almost all admire, not so his heart."
516,"This book of his contains an exhortation to philosophy, and is called ""Hortensius."""
517,"But this book altered my affections, and turned my prayers to Thyself O Lord; and made me have other purposes and desires."
518,"Every vain hope at once became worthless to me; and I longed with an incredibly burning desire for an immortality of wisdom, and began now to arise, that I might return to Thee."
519,"For not to sharpen my tongue (which thing I seemed to be purchasing with my mother's allowances, in that my nineteenth year, my father being dead two years before), not to sharpen my tongue did I employ that book; nor did it infuse into me its style, but its matter."
520,"How did I burn then, my God, how did I burn to re-mount from earthly things to Thee, nor knew I what Thou wouldest do with me?"
521,For with Thee is wisdom.
522,"But the love of wisdom is in Greek called ""philosophy,"" with which that book inflamed me."
523,"Some there be that seduce through philosophy, under a great, and smooth, and honourable name colouring and disguising their own errors: and almost all who in that and former ages were such, are in that book censured and set forth: there also is made plain that wholesome advice of Thy Spirit, by Thy good and devout servant: Beware lest any man spoil you through philosophy and vain deceit, after the tradition of men, after the rudiments of the world, and not after Christ."
524,For in Him dwelleth all the fulness of the Godhead bodily.
525,"And since at that time (Thou, O light of my heart, knowest) Apostolic Scripture was not known to me, I was delighted with that exhortation, so far only, that I was thereby strongly roused, and kindled, and inflamed to love, and seek, and obtain, and hold, and embrace not this or that sect, but wisdom itself whatever it were; and this alone checked me thus unkindled, that the name of Christ was not in it."
526,"For this name, according to Thy mercy, O Lord, this name of my Saviour Thy Son, had my tender heart, even with my mother's milk, devoutly drunk in and deeply treasured; and whatsoever was without that name, though never so learned, polished, or true, took not entire hold of me."
527,"I resolved then to bend my mind to the holy Scriptures, that I might see what they were."
528,"But behold, I see a thing not understood by the proud, nor laid open to children, lowly in access, in its recesses lofty, and veiled with mysteries; and I was not such as could enter into it, or stoop my neck to follow its steps."
529,"For not as I now speak, did I feel when I turned to those Scriptures; but they seemed to me unworthy to be compared to the stateliness of Tully: for my swelling pride shrunk from their lowliness, nor could my sharp wit pierce the interior thereof."
530,Yet were they such as would grow up in a little one.
531,"But I disdained to be a little one; and, swollen with pride, took myself to be a great one."
532,"Therefore I fell among men proudly doting, exceeding carnal and prating, in whose mouths were the snares of the Devil, limed with the mixture of the syllables of Thy name, and of our Lord Jesus Christ, and of the Holy Ghost, the Paraclete, our Comforter."
533,"These names departed not out of their mouth, but so far forth as the sound only and the noise of the tongue, for the heart was void of truth."
534,"Yet they cried out ""Truth, Truth,"" and spake much thereof to me, yet it was not in them: but they spake falsehood, not of Thee only (who truly art Truth), but even of those elements of this world, Thy creatures."
535,"And I indeed ought to have passed by even philosophers who spake truth concerning them, for love of Thee, my Father, supremely good, Beauty of all things beautiful."
536,"O Truth, Truth, how inwardly did even then the marrow of my soul pant after Thee, when they often and diversely, and in many and huge books, echoed of Thee to me, though it was but an echo?"
537,"And these were the dishes wherein to me, hungering after Thee, they, instead of Thee, served up the Sun and Moon, beautiful works of Thine, but yet Thy works, not Thyself, no nor Thy first works."
538,"For Thy spiritual works are before these corporeal works, celestial though they be, and shining."
539,"But I hungered and thirsted not even after those first works of Thine, but after Thee Thyself, the Truth, in whom is no variableness, neither shadow of turning: yet they still set before me in those dishes, glittering fantasies, than which better were it to love this very sun (which is real to our sight at least), than those fantasies which by our eyes deceive our mind."
540,"Yet because I thought them to be Thee, I fed thereon; not eagerly, for Thou didst not in them taste to me as Thou art; for Thou wast not these emptinesses, nor was I nourished by them, but exhausted rather."
541,"Food in sleep shows very like our food awake; yet are not those asleep nourished by it, for they are asleep."
542,"But those were not even any way like to Thee, as Thou hast now spoken to me; for those were corporeal fantasies, false bodies, than which these true bodies, celestial or terrestrial, which with our fleshly sight we behold, are far more certain: these things the beasts and birds discern as well as we, and they are more certain than when we fancy them."
543,"And again, we do with more certainty fancy them, than by them conjecture other vaster and infinite bodies which have no being."
544,Such empty husks was I then fed on; and was not fed.
545,"But Thou, my soul's Love, in looking for whom I fail, that I may become strong, art neither those bodies which we see, though in heaven; nor those which we see not there; for Thou hast created them, nor dost Thou account them among the chiefest of Thy works."
546,"How far then art Thou from those fantasies of mine, fantasies of bodies which altogether are not, than which the images of those bodies, which are, are far more certain, and more certain still the bodies themselves, which yet Thou art not; no, nor yet the soul, which is the life of the bodies."
547,"So then, better and more certain is the life of the bodies than the bodies."
548,"But Thou art the life of souls, the life of lives, having life in Thyself; and changest not, life of my soul."
549,"Where then wert Thou then to me, and how far from me?"
550,"Far verily was I straying from Thee, barred from the very husks of the swine, whom with husks I fed."
551,For how much better are the fables of poets and grammarians than these snares?
552,"For verses, and poems, and ""Medea flying,"" are more profitable truly than these men's five elements, variously disguised, answering to five dens of darkness, which have no being, yet slay the believer."
553,"For verses and poems I can turn to true food, and ""Medea flying,"" though I did sing, I maintained not; though I heard it sung, I believed not: but those things I did believe."
554,"Woe, woe, by what steps was I brought down to the depths of hell!"
555,"toiling and turmoiling through want of Truth, since I sought after Thee, my God (to Thee I confess it, who hadst mercy on me, not as yet confessing), not according to the understanding of the mind, wherein Thou willedst that I should excel the beasts, but according to the sense of the flesh."
556,But Thou wert more inward to me than my most inward part; and higher than my highest.
557,"I lighted upon that bold woman, simple and knoweth nothing, shadowed out in Solomon, sitting at the door, and saying, Eat ye bread of secrecies willingly, and drink ye stolen waters which are sweet: she seduced me, because she found my soul dwelling abroad in the eye of my flesh, and ruminating on such food as through it I had devoured."
558,"For other than this, that which really is I knew not; and was, as it were through sharpness of wit, persuaded to assent to foolish deceivers, when they asked me, ""whence is evil?"""
559,"""is God bounded by a bodily shape, and has hairs and nails?"""
560,"""are they to be esteemed righteous who had many wives at once, and did kill men, and sacrifice living creatures?"""
561,"At which I, in my ignorance, was much troubled, and departing from the truth, seemed to myself to be making towards it; because as yet I knew not that evil was nothing but a privation of good, until at last a thing ceases altogether to be; which how should I see, the sight of whose eyes reached only to bodies, and of my mind to a phantasm?"
562,"And I knew not God to be a Spirit, not one who hath parts extended in length and breadth, or whose being was bulk; for every bulk is less in a part than in the whole: and if it be infinite, it must be less in such part as is defined by a certain space, than in its infinitude; and so is not wholly every where, as Spirit, as God."
563,"And what that should be in us, by which we were like to God, and might be rightly said to be after the image of God, I was altogether ignorant."
564,"Nor knew I that true inward righteousness which judgeth not according to custom, but out of the most rightful law of God Almighty, whereby the ways of places and times were disposed according to those times and places; itself meantime being the same always and every where, not one thing in one place, and another in another; according to which Abraham, and Isaac, and Jacob, and Moses, and David, were righteous, and all those commended by the mouth of God; but were judged unrighteous by silly men, judging out of man's judgment, and measuring by their own petty habits, the moral habits of the whole human race."
565,"As if in an armory, one ignorant what were adapted to each part should cover his head with greaves, or seek to be shod with a helmet, and complain that they fitted not: or as if on a day when business is publicly stopped in the afternoon, one were angered at not being allowed to keep open shop, because he had been in the forenoon; or when in one house he observeth some servant take a thing in his hand, which the butler is not suffered to meddle with; or something permitted out of doors, which is forbidden in the dining-room; and should be angry, that in one house, and one family, the same thing is not allotted every where, and to all."
566,"Even such are they who are fretted to hear something to have been lawful for righteous men formerly, which now is not; or that God, for certain temporal respects, commanded them one thing, and these another, obeying both the same righteousness: whereas they see, in one man, and one day, and one house, different things to be fit for different members, and a thing formerly lawful, after a certain time not so; in one corner permitted or commanded, but in another rightly forbidden and punished."
567,Is justice therefore various or mutable?
568,"No, but the times, over which it presides, flow not evenly, because they are times."
569,"But men whose days are few upon the earth, for that by their senses they cannot harmonise the causes of things in former ages and other nations, which they had not experience of, with these which they have experience of, whereas in one and the same body, day, or family, they easily see what is fitting for each member, and season, part, and person; to the one they take exceptions, to the other they submit."
570,"These things I then knew not, nor observed; they struck my sight on all sides, and I saw them not."
571,"I indited verses, in which I might not place every foot every where, but differently in different metres; nor even in any one metre the self-same foot in all places."
572,"Yet the art itself, by which I indited, had not different principles for these different cases, but comprised all in one."
573,"Still I saw not how that righteousness, which good and holy men obeyed, did far more excellently and sublimely contain in one all those things which God commanded, and in no part varied; although in varying times it prescribed not every thing at once, but apportioned and enjoined what was fit for each."
574,"And I in my blindness, censured the holy Fathers, not only wherein they made use of things present as God commanded and inspired them, but also wherein they were foretelling things to come, as God was revealing in them."
575,"Can it at any time or place be unjust to love God with all his heart, with all his soul, and with all his mind; and his neighbour as himself?"
576,"Therefore are those foul offences which be against nature, to be every where and at all times detested and punished; such as were those of the men of Sodom: which should all nations commit, they should all stand guilty of the same crime, by the law of God, which hath not so made men that they should so abuse one another."
577,"For even that intercourse which should be between God and us is violated, when that same nature, of which He is Author, is polluted by perversity of lust."
578,"But those actions which are offences against the customs of men, are to be avoided according to the customs severally prevailing; so that a thing agreed upon, and confirmed, by custom or law of any city or nation, may not be violated at the lawless pleasure of any, whether native or foreigner."
579,"For any part which harmoniseth not with its whole, is offensive."
580,"But when God commands a thing to be done, against the customs or compact of any people, though it were never by them done heretofore, it is to be done; and if intermitted, it is to be restored; and if never ordained, is now to be ordained."
581,"For lawful if it be for a king, in the state which he reigns over, to command that which no one before him, nor he himself heretofore, had commanded, and to obey him cannot be against the common weal of the state (nay, it were against it if he were not obeyed, for to obey princes is a general compact of human society); how much more unhesitatingly ought we to obey God, in all which He commands, the Ruler of all His creatures!"
582,"For as among the powers in man's society, the greater authority is obeyed in preference to the lesser, so must God above all."
583,"So in acts of violence, where there is a wish to hurt, whether by reproach or injury; and these either for revenge, as one enemy against another; or for some profit belonging to another, as the robber to the traveller; or to avoid some evil, as towards one who is feared; or through envy, as one less fortunate to one more so, or one well thriven in any thing, to him whose being on a par with himself he fears, or grieves at, or for the mere pleasure at another's pain, as spectators of gladiators, or deriders and mockers of others."
584,"These be the heads of iniquity which spring from the lust of the flesh, of the eye, or of rule, either singly, or two combined, or all together; and so do men live ill against the three, and seven, that psaltery of of ten strings, Thy Ten Commandments, O God, most high, and most sweet."
585,"But what foul offences can there be against Thee, who canst not be defiled?"
586,"or what acts of violence against Thee, who canst not be harmed?"
587,"But Thou avengest what men commit against themselves, seeing also when they sin against Thee, they do wickedly against their own souls, and iniquity gives itself the lie, by corrupting and perverting their nature, which Thou hast created and ordained, or by an immoderate use of things allowed, or in burning in things unallowed, to that use which is against nature; or are found guilty, raging with heart and tongue against Thee, kicking against the pricks; or when, bursting the pale of human society, they boldly joy in self-willed combinations or divisions, according as they have any object to gain or subject of offence."
588,"And these things are done when Thou art forsaken, O Fountain of Life, who art the only and true Creator and Governor of the Universe, and by a self-willed pride, any one false thing is selected therefrom and loved."
589,"So then by a humble devoutness we return to Thee; and Thou cleansest us from our evil habits, and art merciful to their sins who confess, and hearest the groaning of the prisoner, and loosest us from the chains which we made for ourselves, if we lift not up against Thee the horns of an unreal liberty, suffering the loss of all, through covetousness of more, by loving more our own private good than Thee, the Good of all."
590,"Amidst these offences of foulness and violence, and so many iniquities, are sins of men, who are on the whole making proficiency; which by those that judge rightly, are, after the rule of perfection, discommended, yet the persons commended, upon hope of future fruit, as in the green blade of growing corn."
591,"And there are some, resembling offences of foulness or violence, which yet are no sins; because they offend neither Thee, our Lord God, nor human society; when, namely, things fitting for a given period are obtained for the service of life, and we know not whether out of a lust of having; or when things are, for the sake of correction, by constituted authority punished, and we know not whether out of a lust of hurting."
592,"Many an action then which in men's sight is disapproved, is by Thy testimony approved; and many, by men praised, are (Thou being witness) condemned: because the show of the action, and the mind of the doer, and the unknown exigency of the period, severally vary."
593,"But when Thou on a sudden commandest an unwonted and unthought of thing, yea, although Thou hast sometime forbidden it, and still for the time hidest the reason of Thy command, and it be against the ordinance of some society of men, who doubts but it is to be done, seeing that society of men is just which serves Thee?"
594,But blessed are they who know Thy commands!
595,"For all things were done by Thy servants; either to show forth something needful for the present, or to foreshow things to come."
596,"These things I being ignorant of, scoffed at those Thy holy servants and prophets."
597,"And what gained I by scoffing at them, but to be scoffed at by Thee, being insensibly and step by step drawn on to those follies, as to believe that a fig-tree wept when it was plucked, and the tree, its mother, shed milky tears?"
598,"Which fig notwithstanding (plucked by some other's, not his own, guilt) had some Manichaean saint eaten, and mingled with his bowels, he should breathe out of it angels, yea, there shall burst forth particles of divinity, at every moan or groan in his prayer, which particles of the most high and true God had remained bound in that fig, unless they had been set at liberty by the teeth or belly of some ""Elect"" saint!"
599,"And I, miserable, believed that more mercy was to be shown to the fruits of the earth than men, for whom they were created."
600,"For if any one an hungered, not a Manichaean, should ask for any, that morsel would seem as it were condemned to capital punishment, which should be given him."
601,"And Thou sentest Thine hand from above, and drewest my soul out of that profound darkness, my mother, Thy faithful one, weeping to Thee for me, more than mothers weep the bodily deaths of their children."
602,"For she, by that faith and spirit which she had from Thee, discerned the death wherein I lay, and Thou heardest her, O Lord; Thou heardest her, and despisedst not her tears, when streaming down, they watered the ground under her eyes in every place where she prayed; yea Thou heardest her."
603,"For whence was that dream whereby Thou comfortedst her; so that she allowed me to live with her, and to eat at the same table in the house, which she had begun to shrink from, abhorring and detesting the blasphemies of my error?"
604,"For she saw herself standing on a certain wooden rule, and a shining youth coming towards her, cheerful and smiling upon her, herself grieving, and overwhelmed with grief."
605,"But he having (in order to instruct, as is their wont not to be instructed) enquired of her the causes of her grief and daily tears, and she answering that she was bewailing my perdition, he bade her rest contented, and told her to look and observe, ""That where she was, there was I also."""
606,"And when she looked, she saw me standing by her in the same rule."
607,"Whence was this, but that Thine ears were towards her heart?"
608,"O Thou Good omnipotent, who so carest for every one of us, as if Thou caredst for him only; and so for all, as if they were but one!"
609,"Whence was this also, that when she had told me this vision, and I would fain bend it to mean, ""That she rather should not despair of being one day what I was""; she presently, without any hesitation, replies: ""No; for it was not told me that, 'where he, there thou also'; but 'where thou, there he also'?"""
610,"I confess to Thee, O Lord, that to the best of my remembrance (and I have oft spoken of this), that Thy answer, through my waking mother,--that she was not perplexed by the plausibility of my false interpretation, and so quickly saw what was to be seen, and which I certainly had not perceived before she spake,--even then moved me more than the dream itself, by which a joy to the holy woman, to be fulfilled so long after, was, for the consolation of her present anguish, so long before foresignified."
611,"For almost nine years passed, in which I wallowed in the mire of that deep pit, and the darkness of falsehood, often assaying to rise, but dashed down the more grievously."
612,"All which time that chaste, godly, and sober widow (such as Thou lovest), now more cheered with hope, yet no whit relaxing in her weeping and mourning, ceased not at all hours of her devotions to bewail my case unto Thee."
613,And her prayers entered into Thy presence; and yet Thou sufferedst me to be yet involved and reinvolved in that darkness.
614,"Thou gavest her meantime another answer, which I call to mind; for much I pass by, hasting to those things which more press me to confess unto Thee, and much I do not remember."
615,"Thou gavest her then another answer, by a Priest of Thine, a certain Bishop brought up in Thy Church, and well studied in Thy books."
