,0
477,"Next, eighty barks the Cretan king commands, Of Gnossus, Lyctus, and Gortyna’s bands; And those who dwell where Rhytion’s domes arise, Or white Lycastus glitters to the skies, Or where by Phæstus silver Jardan runs; Crete’s hundred cities pour forth all her sons."
478,"These march’d, Idomeneus, beneath thy care, And Merion, dreadful as the god of war."
479,"Tlepolemus, the son of Hercules, Led nine swift vessels through the foamy seas, From Rhodes, with everlasting sunshine bright, Jalyssus, Lindus, and Camirus white."
480,"His captive mother fierce Alcides bore From Ephyr’s walls and Sellè’s winding shore, Where mighty towns in ruins spread the plain, And saw their blooming warriors early slain."
481,"The hero, when to manly years he grew, Alcides’ uncle, old Licymnius, slew; For this, constrain’d to quit his native place, And shun the vengeance of the Herculean race, A fleet he built, and with a numerous train Of willing exiles wander’d o’er the main; Where, many seas and many sufferings past, On happy Rhodes the chief arrived at last: There in three tribes divides his native band, And rules them peaceful in a foreign land; Increased and prosper’d in their new abodes By mighty Jove, the sire of men and gods; With joy they saw the growing empire rise, And showers of wealth descending from the skies."
482,"Three ships with Nireus sought the Trojan shore, Nireus, whom Agäle to Charopus bore, Nireus, in faultless shape and blooming grace, The loveliest youth of all the Grecian race;[104] Pelides only match’d his early charms; But few his troops, and small his strength in arms."
483,"Next thirty galleys cleave the liquid plain, Of those Calydnæ’s sea-girt isles contain; With them the youth of Nisyrus repair, Casus the strong, and Crapathus the fair; Cos, where Eurypylus possess’d the sway, Till great Alcides made the realms obey: These Antiphus and bold Phidippus bring, Sprung from the god by Thessalus the king."
484,"Now, Muse, recount Pelasgic Argos’ powers, From Alos, Alopé, and Trechin’s towers: From Phthia’s spacious vales; and Hella, bless’d With female beauty far beyond the rest."
485,"Full fifty ships beneath Achilles’ care, The Achaians, Myrmidons, Hellenians bear; Thessalians all, though various in their name; The same their nation, and their chief the same."
486,"But now inglorious, stretch’d along the shore, They hear the brazen voice of war no more; No more the foe they face in dire array: Close in his fleet the angry leader lay; Since fair Briseïs from his arms was torn, The noblest spoil from sack’d Lyrnessus borne, Then, when the chief the Theban walls o’erthrew, And the bold sons of great Evenus slew."
487,"There mourn’d Achilles, plunged in depth of care, But soon to rise in slaughter, blood, and war."
488,"To these the youth of Phylacè succeed, Itona, famous for her fleecy breed, And grassy Pteleon deck’d with cheerful greens, The bowers of Ceres, and the sylvan scenes."
489,"Sweet Pyrrhasus, with blooming flowerets crown’d, And Antron’s watery dens, and cavern’d ground."
490,"These own’d, as chief, Protesilas the brave, Who now lay silent in the gloomy grave: The first who boldly touch’d the Trojan shore, And dyed a Phrygian lance with Grecian gore; There lies, far distant from his native plain; Unfinish’d his proud palaces remain, And his sad consort beats her breast in vain."
491,"His troops in forty ships Podarces led, Iphiclus’ son, and brother to the dead; Nor he unworthy to command the host; Yet still they mourn’d their ancient leader lost."
492,"The men who Glaphyra’s fair soil partake, Where hills incircle Bœbe’s lowly lake, Where Phære hears the neighbouring waters fall, Or proud Iölcus lifts her airy wall, In ten black ships embark’d for Ilion’s shore, With bold Eumelus, whom Alcestè bore: All Pelias’ race Alcestè far outshined, The grace and glory of the beauteous kind,  The troops Methonè or Thaumacia yields, Olizon’s rocks, or Melibœa’s fields, With Philoctetes sail’d whose matchless art From the tough bow directs the feather’d dart."
493,"Seven were his ships; each vessel fifty row, Skill’d in his science of the dart and bow."
494,"But he lay raging on the Lemnian ground, A poisonous hydra gave the burning wound; There groan’d the chief in agonizing pain, Whom Greece at length shall wish, nor wish in vain."
495,"His forces Medon led from Lemnos’ shore, Oïleus’ son, whom beauteous Rhena bore."
496,"The Œchalian race, in those high towers contain’d Where once Eurytus in proud triumph reign’d, Or where her humbler turrets Tricca rears, Or where Ithome, rough with rocks, appears, In thirty sail the sparkling waves divide, Which Podalirius and Machaon guide."
497,"To these his skill their parent-god imparts, Divine professors of the healing arts."
498,The bold Ormenian and Asterian bands In forty barks Eurypylus commands.
499,"Where Titan hides his hoary head in snow, And where Hyperia’s silver fountains flow."
500,"Thy troops, Argissa, Polypœtes leads, And Eleon, shelter’d by Olympus’ shades, Gyrtonè’s warriors; and where Orthè lies, And Oloösson’s chalky cliffs arise."
501,"Sprung from Pirithous of immortal race, The fruit of fair Hippodame’s embrace, (That day, when hurl’d from Pelion’s cloudy head, To distant dens the shaggy Centaurs fled) With Polypœtes join’d in equal sway Leonteus leads, and forty ships obey."
502,"In twenty sail the bold Perrhæbians came From Cyphus, Guneus was their leader’s name."
503,"With these the Enians join’d, and those who freeze Where cold Dodona lifts her holy trees; Or where the pleasing Titaresius glides, And into Peneus rolls his easy tides; Yet o’er the silvery surface pure they flow, The sacred stream unmix’d with streams below, Sacred and awful!"
504,"from the dark abodes Styx pours them forth, the dreadful oath of gods!"
505,"Last, under Prothous the Magnesians stood, (Prothous the swift, of old Tenthredon’s blood;) Who dwell where Pelion, crown’d with piny boughs, Obscures the glade, and nods his shaggy brows; Or where through flowery Tempe Peneus stray’d: (The region stretch’d beneath his mighty shade:) In forty sable barks they stemm’d the main; Such were the chiefs, and such the Grecian train."
506,"Say next, O Muse!"
507,"of all Achaia breeds, Who bravest fought, or rein’d the noblest steeds?"
508,"Eumelus’ mares were foremost in the chase, As eagles fleet, and of Pheretian race; Bred where Pieria’s fruitful fountains flow, And train’d by him who bears the silver bow."
509,"Fierce in the fight their nostrils breathed a flame, Their height, their colour, and their age the same; O’er fields of death they whirl the rapid car, And break the ranks, and thunder through the war."
510,"Ajax in arms the first renown acquired, While stern Achilles in his wrath retired: (His was the strength that mortal might exceeds, And his the unrivall’d race of heavenly steeds:) But Thetis’ son now shines in arms no more; His troops, neglected on the sandy shore."
511,"In empty air their sportive javelins throw, Or whirl the disk, or bend an idle bow: Unstain’d with blood his cover’d chariots stand; The immortal coursers graze along the strand; But the brave chiefs the inglorious life deplored, And, wandering o’er the camp, required their lord."
512,"Now, like a deluge, covering all around, The shining armies sweep along the ground; Swift as a flood of fire, when storms arise, Floats the wild field, and blazes to the skies."
513,"Earth groan’d beneath them; as when angry Jove Hurls down the forky lightning from above, On Arimé when he the thunder throws, And fires Typhœus with redoubled blows, Where Typhon, press’d beneath the burning load, Still feels the fury of the avenging god."
514,"But various Iris, Jove’s commands to bear, Speeds on the wings of winds through liquid air; In Priam’s porch the Trojan chiefs she found, The old consulting, and the youths around."
515,"Polites’ shape, the monarch’s son, she chose, Who from Æsetes’ tomb observed the foes,[105] High on the mound; from whence in prospect lay The fields, the tents, the navy, and the bay."
516,"In this dissembled form, she hastes to bring The unwelcome message to the Phrygian king."
517,"“Cease to consult, the time for action calls; War, horrid war, approaches to your walls!"
518,"Assembled armies oft have I beheld; But ne’er till now such numbers charged a field: Thick as autumnal leaves or driving sand, The moving squadrons blacken all the strand."
519,"Thou, godlike Hector!"
520,"all thy force employ, Assemble all the united bands of Troy; In just array let every leader call The foreign troops: this day demands them all!”  The voice divine the mighty chief alarms; The council breaks, the warriors rush to arms."
521,"The gates unfolding pour forth all their train, Nations on nations fill the dusky plain, Men, steeds, and chariots, shake the trembling ground: The tumult thickens, and the skies resound."
522,"Amidst the plain, in sight of Ilion, stands A rising mount, the work of human hands; (This for Myrinne’s tomb the immortals know, Though call’d Bateïa in the world below;) Beneath their chiefs in martial order here, The auxiliar troops and Trojan hosts appear."
523,"The godlike Hector, high above the rest, Shakes his huge spear, and nods his plumy crest: In throngs around his native bands repair, And groves of lances glitter in the air."
524,"Divine Æneas brings the Dardan race, Anchises’ son, by Venus’ stolen embrace, Born in the shades of Ida’s secret grove; (A mortal mixing with the queen of love;) Archilochus and Acamas divide The warrior’s toils, and combat by his side."
525,"Who fair Zeleia’s wealthy valleys till,[106] Fast by the foot of Ida’s sacred hill, Or drink, Æsepus, of thy sable flood, Were led by Pandarus, of royal blood; To whom his art Apollo deign’d to show, Graced with the presents of his shafts and bow."
526,"From rich Apæsus and Adrestia’s towers, High Teree’s summits, and Pityea’s bowers; From these the congregated troops obey Young Amphius and Adrastus’ equal sway; Old Merops’ sons; whom, skill’d in fates to come, The sire forewarn’d, and prophesied their doom: Fate urged them on!"
527,"the sire forewarn’d in vain, They rush’d to war, and perish’d on the plain."
528,"From Practius’ stream, Percotè’s pasture lands, And Sestos and Abydos’ neighbouring strands, From great Arisba’s walls and Sellè’s coast, Asius Hyrtacides conducts his host: High on his car he shakes the flowing reins, His fiery coursers thunder o’er the plains."
529,"The fierce Pelasgi next, in war renown’d, March from Larissa’s ever-fertile ground: In equal arms their brother leaders shine, Hippothous bold, and Pyleus the divine."
530,"Next Acamas and Pyrous lead their hosts, In dread array, from Thracia’s wintry coasts; Round the bleak realms where Hellespontus roars, And Boreas beats the hoarse-resounding shores."
531,"With great Euphemus the Ciconians move, Sprung from Trœzenian Ceüs, loved by Jove."
532,"Pyræchmes the Pæonian troops attend, Skill’d in the fight their crooked bows to bend; From Axius’ ample bed he leads them on, Axius, that laves the distant Amydon, Axius, that swells with all his neighbouring rills, And wide around the floating region fills."
533,"The Paphlagonians Pylæmenes rules, Where rich Henetia breeds her savage mules, Where Erythinus’ rising cliffs are seen, Thy groves of box, Cytorus!"
534,"ever green, And where Ægialus and Cromna lie, And lofty Sesamus invades the sky, And where Parthenius, roll’d through banks of flowers, Reflects her bordering palaces and bowers."
535,"Here march’d in arms the Halizonian band, Whom Odius and Epistrophus command, From those far regions where the sun refines The ripening silver in Alybean mines."
536,"There mighty Chromis led the Mysian train, And augur Ennomus, inspired in vain; For stern Achilles lopp’d his sacred head, Roll’d down Scamander with the vulgar dead."
537,"Phorcys and brave Ascanius here unite The Ascanian Phrygians, eager for the fight."
538,"Of those who round Mæonia’s realms reside, Or whom the vales in shades of Tmolus hide, Mestles and Antiphus the charge partake, Born on the banks of Gyges’ silent lake."
539,"There, from the fields where wild Mæander flows, High Mycale, and Latmos’ shady brows, And proud Miletus, came the Carian throngs, With mingled clamours and with barbarous tongues."
540,"[107] Amphimachus and Naustes guide the train, Naustes the bold, Amphimachus the vain, Who, trick’d with gold, and glittering on his car, Rode like a woman to the field of war."
541,Fool that he was!
542,"by fierce Achilles slain, The river swept him to the briny main: There whelm’d with waves the gaudy warrior lies The valiant victor seized the golden prize."
543,"The forces last in fair array succeed, Which blameless Glaucus and Sarpedon lead The warlike bands that distant Lycia yields, Where gulfy Xanthus foams along the fields."
544,BOOK III.
545,ARGUMENT.
546,THE DUEL OF MENELAUS AND PARIS.
547,"The armies being ready to engage, a single combat is agreed upon between Menelaus and Paris (by the intervention of Hector) for the determination of the war."
548,Iris is sent to call Helen to behold the fight.
549,"She leads her to the walls of Troy, where Priam sat with his counsellers observing the Grecian leaders on the plain below, to whom Helen gives an account of the chief of them."
550,The kings on either part take the solemn oath for the conditions of the combat.
551,"The duel ensues; wherein Paris being overcome, he is snatched away in a cloud by Venus, and transported to his apartment."
552,"She then calls Helen from the walls, and brings the lovers together."
553,"Agamemnon, on the part of the Grecians, demands the restoration of Helen, and the performance of the articles."
554,The three-and-twentieth day still continues throughout this book.
555,"The scene is sometimes in the fields before Troy, and sometimes in     Troy itself."
556,"Thus by their leaders’ care each martial band Moves into ranks, and stretches o’er the land."
557,"With shouts the Trojans, rushing from afar, Proclaim their motions, and provoke the war."
558,"So when inclement winters vex the plain With piercing frosts, or thick-descending rain, To warmer seas the cranes embodied fly,[108] With noise, and order, through the midway sky; To pigmy nations wounds and death they bring, And all the war descends upon the wing, But silent, breathing rage, resolved and skill’d[109] By mutual aids to fix a doubtful field, Swift march the Greeks: the rapid dust around Darkening arises from the labour’d ground."
559,"Thus from his flaggy wings when Notus sheds A night of vapours round the mountain heads, Swift-gliding mists the dusky fields invade, To thieves more grateful than the midnight shade; While scarce the swains their feeding flocks survey, Lost and confused amidst the thicken’d day: So wrapp’d in gathering dust, the Grecian train, A moving cloud, swept on, and hid the plain."
560,"Now front to front the hostile armies stand, Eager of fight, and only wait command; When, to the van, before the sons of fame Whom Troy sent forth, the beauteous Paris came: In form a god!"
561,"the panther’s speckled hide Flow’d o’er his armour with an easy pride: His bended bow across his shoulders flung, His sword beside him negligently hung; Two pointed spears he shook with gallant grace, And dared the bravest of the Grecian race."
562,"As thus, with glorious air and proud disdain, He boldly stalk’d, the foremost on the plain, Him Menelaus, loved of Mars, espies, With heart elated, and with joyful eyes: So joys a lion, if the branching deer, Or mountain goat, his bulky prize, appear; Eager he seizes and devours the slain, Press’d by bold youths and baying dogs in vain."
563,"Thus fond of vengeance, with a furious bound, In clanging arms he leaps upon the ground From his high chariot: him, approaching near, The beauteous champion views with marks of fear, Smit with a conscious sense, retires behind, And shuns the fate he well deserved to find."
564,"As when some shepherd, from the rustling trees[110] Shot forth to view, a scaly serpent sees, Trembling and pale, he starts with wild affright And all confused precipitates his flight: So from the king the shining warrior flies, And plunged amid the thickest Trojans lies."
565,"As godlike Hector sees the prince retreat, He thus upbraids him with a generous heat: “Unhappy Paris!"
566,[111] but to women brave!
567,"So fairly form’d, and only to deceive!"
568,"Oh, hadst thou died when first thou saw’st the light, Or died at least before thy nuptial rite!"
569,"A better fate than vainly thus to boast, And fly, the scandal of thy Trojan host."
570,Gods!
571,how the scornful Greeks exult to see Their fears of danger undeceived in thee!
572,"Thy figure promised with a martial air, But ill thy soul supplies a form so fair."
573,"In former days, in all thy gallant pride, When thy tall ships triumphant stemm’d the tide, When Greece beheld thy painted canvas flow, And crowds stood wondering at the passing show, Say, was it thus, with such a baffled mien, You met the approaches of the Spartan queen, Thus from her realm convey’d the beauteous prize, And both her warlike lords outshined in Helen’s eyes?"
574,"This deed, thy foes’ delight, thy own disgrace, Thy father’s grief, and ruin of thy race; This deed recalls thee to the proffer’d fight; Or hast thou injured whom thou dar’st not right?"
575,Soon to thy cost the field would make thee know Thou keep’st the consort of a braver foe.
576,"Thy graceful form instilling soft desire, Thy curling tresses, and thy silver lyre, Beauty and youth; in vain to these you trust, When youth and beauty shall be laid in dust: Troy yet may wake, and one avenging blow Crush the dire author of his country’s woe.”  His silence here, with blushes, Paris breaks: “’Tis just, my brother, what your anger speaks: But who like thee can boast a soul sedate, So firmly proof to all the shocks of fate?"
577,"Thy force, like steel, a temper’d hardness shows, Still edged to wound, and still untired with blows, Like steel, uplifted by some strenuous swain, With falling woods to strew the wasted plain."
578,"Thy gifts I praise; nor thou despise the charms With which a lover golden Venus arms; Soft moving speech, and pleasing outward show, No wish can gain them, but the gods bestow."
579,"Yet, would’st thou have the proffer’d combat stand, The Greeks and Trojans seat on either hand; Then let a midway space our hosts divide, And, on that stage of war, the cause be tried: By Paris there the Spartan king be fought, For beauteous Helen and the wealth she brought; And who his rival can in arms subdue, His be the fair, and his the treasure too."
580,"Thus with a lasting league your toils may cease, And Troy possess her fertile fields in peace; Thus may the Greeks review their native shore, Much famed for generous steeds, for beauty more.”  He said."
581,"The challenge Hector heard with joy, Then with his spear restrain’d the youth of Troy, Held by the midst, athwart; and near the foe Advanced with steps majestically slow: While round his dauntless head the Grecians pour Their stones and arrows in a mingled shower."
582,"Then thus the monarch, great Atrides, cried: “Forbear, ye warriors!"
583,"lay the darts aside: A parley Hector asks, a message bears; We know him by the various plume he wears.” Awed by his high command the Greeks attend, The tumult silence, and the fight suspend."
584,"While from the centre Hector rolls his eyes On either host, and thus to both applies: “Hear, all ye Trojan, all ye Grecian bands, What Paris, author of the war, demands."
585,"Your shining swords within the sheath restrain, And pitch your lances in the yielding plain."
586,"Here in the midst, in either army’s sight, He dares the Spartan king to single fight; And wills that Helen and the ravish’d spoil, That caused the contest, shall reward the toil."
587,"Let these the brave triumphant victor grace, And different nations part in leagues of peace.”  He spoke: in still suspense on either side Each army stood: the Spartan chief replied:  “Me too, ye warriors, hear, whose fatal right A world engages in the toils of fight."
588,To me the labour of the field resign; Me Paris injured; all the war be mine.
589,"Fall he that must, beneath his rival’s arms; And live the rest, secure of future harms."
590,"Two lambs, devoted by your country’s rite, To earth a sable, to the sun a white, Prepare, ye Trojans!"
591,"while a third we bring Select to Jove, the inviolable king."
592,"Let reverend Priam in the truce engage, And add the sanction of considerate age; His sons are faithless, headlong in debate, And youth itself an empty wavering state; Cool age advances, venerably wise, Turns on all hands its deep-discerning eyes; Sees what befell, and what may yet befall, Concludes from both, and best provides for all."
593,"The nations hear with rising hopes possess’d, And peaceful prospects dawn in every breast."
594,"Within the lines they drew their steeds around, And from their chariots issued on the ground; Next, all unbuckling the rich mail they wore, Laid their bright arms along the sable shore."
595,"On either side the meeting hosts are seen With lances fix’d, and close the space between."
596,"Two heralds now, despatch’d to Troy, invite The Phrygian monarch to the peaceful rite."
597,"Talthybius hastens to the fleet, to bring The lamb for Jove, the inviolable king."
598,"Meantime to beauteous Helen, from the skies The various goddess of the rainbow flies: (Like fair Laodice in form and face, The loveliest nymph of Priam’s royal race:) Her in the palace, at her loom she found; The golden web her own sad story crown’d, The Trojan wars she weaved (herself the prize) And the dire triumphs of her fatal eyes."
599,"To whom the goddess of the painted bow: “Approach, and view the wondrous scene below!"
600,"[112] Each hardy Greek, and valiant Trojan knight, So dreadful late, and furious for the fight, Now rest their spears, or lean upon their shields; Ceased is the war, and silent all the fields."
601,"Paris alone and Sparta’s king advance, In single fight to toss the beamy lance; Each met in arms, the fate of combat tries, Thy love the motive, and thy charms the prize.”  This said, the many-coloured maid inspires Her husband’s love, and wakes her former fires; Her country, parents, all that once were dear, Rush to her thought, and force a tender tear, O’er her fair face a snowy veil she threw, And, softly sighing, from the loom withdrew."
602,"Her handmaids, Clymene and Æthra, wait Her silent footsteps to the Scæan gate."
603,"There sat the seniors of the Trojan race: (Old Priam’s chiefs, and most in Priam’s grace,) The king the first; Thymœtes at his side; Lampus and Clytius, long in council tried; Panthus, and Hicetaon, once the strong; And next, the wisest of the reverend throng, Antenor grave, and sage Ucalegon, Lean’d on the walls and bask’d before the sun: Chiefs, who no more in bloody fights engage, But wise through time, and narrative with age, In summer days, like grasshoppers rejoice, A bloodless race, that send a feeble voice."
604,"These, when the Spartan queen approach’d the tower, In secret own’d resistless beauty’s power: They cried, “No wonder[113] such celestial charms For nine long years have set the world in arms; What winning graces!"
605,what majestic mien!
606,"She moves a goddess, and she looks a queen!"
607,"Yet hence, O Heaven, convey that fatal face, And from destruction save the Trojan race.”  The good old Priam welcomed her, and cried, “Approach, my child, and grace thy father’s side."
608,"See on the plain thy Grecian spouse appears, The friends and kindred of thy former years."
609,"No crime of thine our present sufferings draws, Not thou, but Heaven’s disposing will, the cause The gods these armies and this force employ, The hostile gods conspire the fate of Troy."
610,"But lift thy eyes, and say, what Greek is he (Far as from hence these aged orbs can see) Around whose brow such martial graces shine, So tall, so awful, and almost divine!"
611,"Though some of larger stature tread the green, None match his grandeur and exalted mien: He seems a monarch, and his country’s pride.” Thus ceased the king, and thus the fair replied:  “Before thy presence, father, I appear, With conscious shame and reverential fear."
612,Ah!
613,"had I died, ere to these walls I fled, False to my country, and my nuptial bed; My brothers, friends, and daughter left behind, False to them all, to Paris only kind!"
614,"For this I mourn, till grief or dire disease Shall waste the form whose fault it was to please!"
615,"The king of kings, Atrides, you survey, Great in the war, and great in arts of sway: My brother once, before my days of shame!"
616,And oh!
617,"that still he bore a brother’s name!”  With wonder Priam view’d the godlike man, Extoll’d the happy prince, and thus began: “O bless’d Atrides!"
618,"born to prosperous fate, Successful monarch of a mighty state!"
619,How vast thy empire!
620,"Of your matchless train What numbers lost, what numbers yet remain!"
621,"In Phrygia once were gallant armies known, In ancient time, when Otreus fill’d the throne, When godlike Mygdon led their troops of horse, And I, to join them, raised the Trojan force: Against the manlike Amazons we stood,[114] And Sangar’s stream ran purple with their blood."
622,"But far inferior those, in martial grace, And strength of numbers, to this Grecian race.”  This said, once more he view’d the warrior train; “What’s he, whose arms lie scatter’d on the plain?"
623,"Broad is his breast, his shoulders larger spread, Though great Atrides overtops his head."
624,"Nor yet appear his care and conduct small; From rank to rank he moves, and orders all."
625,"The stately ram thus measures o’er the ground, And, master of the flock, surveys them round.”  Then Helen thus: “Whom your discerning eyes Have singled out, is Ithacus the wise; A barren island boasts his glorious birth; His fame for wisdom fills the spacious earth.”  Antenor took the word, and thus began:[115] “Myself, O king!"
626,"have seen that wondrous man When, trusting Jove and hospitable laws, To Troy he came, to plead the Grecian cause; (Great Menelaus urged the same request;) My house was honour’d with each royal guest: I knew their persons, and admired their parts, Both brave in arms, and both approved in arts."
627,"Erect, the Spartan most engaged our view; Ulysses seated, greater reverence drew."
628,"When Atreus’ son harangued the listening train, Just was his sense, and his expression plain, His words succinct, yet full, without a fault; He spoke no more than just the thing he ought."
629,"But when Ulysses rose, in thought profound,[116] His modest eyes he fix’d upon the ground; As one unskill’d or dumb, he seem’d to stand, Nor raised his head, nor stretch’d his sceptred hand; But, when he speaks, what elocution flows!"
630,"Soft as the fleeces of descending snows,[117] The copious accents fall, with easy art; Melting they fall, and sink into the heart!"
631,"Wondering we hear, and fix’d in deep surprise, Our ears refute the censure of our eyes.”  The king then ask’d (as yet the camp he view’d) “What chief is that, with giant strength endued, Whose brawny shoulders, and whose swelling chest, And lofty stature, far exceed the rest?"
632,"“Ajax the great, (the beauteous queen replied,) Himself a host: the Grecian strength and pride."
633,See!
634,"bold Idomeneus superior towers Amid yon circle of his Cretan powers, Great as a god!"
635,"I saw him once before, With Menelaus on the Spartan shore."
636,"The rest I know, and could in order name; All valiant chiefs, and men of mighty fame."
637,"Yet two are wanting of the numerous train, Whom long my eyes have sought, but sought in vain: Castor and Pollux, first in martial force, One bold on foot, and one renown’d for horse."
638,"My brothers these; the same our native shore, One house contain’d us, as one mother bore."
639,"Perhaps the chiefs, from warlike toils at ease, For distant Troy refused to sail the seas; Perhaps their swords some nobler quarrel draws, Ashamed to combat in their sister’s cause.”  So spoke the fair, nor knew her brothers’ doom;[118] Wrapt in the cold embraces of the tomb; Adorn’d with honours in their native shore, Silent they slept, and heard of wars no more."
640,"Meantime the heralds, through the crowded town, Bring the rich wine and destined victims down."
641,"Idæus’ arms the golden goblets press’d,[119] Who thus the venerable king address’d: “Arise, O father of the Trojan state!"
642,"The nations call, thy joyful people wait To seal the truce, and end the dire debate."
643,"Paris, thy son, and Sparta’s king advance, In measured lists to toss the weighty lance; And who his rival shall in arms subdue, His be the dame, and his the treasure too."
644,"Thus with a lasting league our toils may cease, And Troy possess her fertile fields in peace: So shall the Greeks review their native shore, Much famed for generous steeds, for beauty more.”  With grief he heard, and bade the chiefs prepare To join his milk-white coursers to the car; He mounts the seat, Antenor at his side; The gentle steeds through Scæa’s gates they guide:[120] Next from the car descending on the plain, Amid the Grecian host and Trojan train, Slow they proceed: the sage Ulysses then Arose, and with him rose the king of men."
645,"On either side a sacred herald stands, The wine they mix, and on each monarch’s hands Pour the full urn; then draws the Grecian lord His cutlass sheathed beside his ponderous sword; From the sign’d victims crops the curling hair;[121] The heralds part it, and the princes share; Then loudly thus before the attentive bands He calls the gods, and spreads his lifted hands:  “O first and greatest power!"
646,"whom all obey, Who high on Ida’s holy mountain sway, Eternal Jove!"
647,"and you bright orb that roll From east to west, and view from pole to pole!"
648,Thou mother Earth!
649,and all ye living floods!
650,"Infernal furies, and Tartarean gods, Who rule the dead, and horrid woes prepare For perjured kings, and all who falsely swear!"
651,"Hear, and be witness."
652,"If, by Paris slain, Great Menelaus press the fatal plain; The dame and treasures let the Trojan keep, And Greece returning plough the watery deep."
653,"If by my brother’s lance the Trojan bleed, Be his the wealth and beauteous dame decreed: The appointed fine let Ilion justly pay, And every age record the signal day."
654,"This if the Phrygians shall refuse to yield, Arms must revenge, and Mars decide the field.”  With that the chief the tender victims slew, And in the dust their bleeding bodies threw; The vital spirit issued at the wound, And left the members quivering on the ground."
655,"From the same urn they drink the mingled wine, And add libations to the powers divine."
656,"While thus their prayers united mount the sky, “Hear, mighty Jove!"
657,"and hear, ye gods on high!"
658,"And may their blood, who first the league confound, Shed like this wine, disdain the thirsty ground; May all their consorts serve promiscuous lust, And all their lust be scatter’d as the dust!” Thus either host their imprecations join’d, Which Jove refused, and mingled with the wind."
659,"The rites now finish’d, reverend Priam rose, And thus express’d a heart o’ercharged with woes: “Ye Greeks and Trojans, let the chiefs engage, But spare the weakness of my feeble age: In yonder walls that object let me shun, Nor view the danger of so dear a son."
660,"Whose arms shall conquer and what prince shall fall, Heaven only knows; for heaven disposes all.”  This said, the hoary king no longer stay’d, But on his car the slaughter’d victims laid: Then seized the reins his gentle steeds to guide, And drove to Troy, Antenor at his side."
661,"Bold Hector and Ulysses now dispose The lists of combat, and the ground inclose: Next to decide, by sacred lots prepare, Who first shall launch his pointed spear in air."
662,"The people pray with elevated hands, And words like these are heard through all the bands: “Immortal Jove, high Heaven’s superior lord, On lofty Ida’s holy mount adored!"
663,"Whoe’er involved us in this dire debate, O give that author of the war to fate And shades eternal!"
664,"let division cease, And joyful nations join in leagues of peace.”  With eyes averted Hector hastes to turn The lots of fight and shakes the brazen urn."
665,"Then, Paris, thine leap’d forth; by fatal chance Ordain’d the first to whirl the weighty lance."
666,Both armies sat the combat to survey.
667,"Beside each chief his azure armour lay, And round the lists the generous coursers neigh."
668,"The beauteous warrior now arrays for fight, In gilded arms magnificently bright: The purple cuishes clasp his thighs around, With flowers adorn’d, with silver buckles bound: Lycaon’s corslet his fair body dress’d, Braced in and fitted to his softer breast; A radiant baldric, o’er his shoulder tied, Sustain’d the sword that glitter’d at his side: His youthful face a polish’d helm o’erspread; The waving horse-hair nodded on his head: His figured shield, a shining orb, he takes, And in his hand a pointed javelin shakes."
669,"With equal speed and fired by equal charms, The Spartan hero sheathes his limbs in arms."
670,"Now round the lists the admiring armies stand, With javelins fix’d, the Greek and Trojan band."
671,"Amidst the dreadful vale, the chiefs advance, All pale with rage, and shake the threatening lance."
672,"The Trojan first his shining javelin threw; Full on Atrides’ ringing shield it flew, Nor pierced the brazen orb, but with a bound[122] Leap’d from the buckler, blunted, on the ground."
673,"Atrides then his massy lance prepares, In act to throw, but first prefers his prayers:  “Give me, great Jove!"
674,"to punish lawless lust, And lay the Trojan gasping in the dust: Destroy the aggressor, aid my righteous cause, Avenge the breach of hospitable laws!"
675,"Let this example future times reclaim, And guard from wrong fair friendship’s holy name,” He said, and poised in air the javelin sent, Through Paris’ shield the forceful weapon went, His corslet pierces, and his garment rends, And glancing downward, near his flank descends."
676,"The wary Trojan, bending from the blow, Eludes the death, and disappoints his foe: But fierce Atrides waved his sword, and strook Full on his casque: the crested helmet shook; The brittle steel, unfaithful to his hand, Broke short: the fragments glitter’d on the sand."
677,The raging warrior to the spacious skies Raised his upbraiding voice and angry eyes: “Then is it vain in Jove himself to trust?
678,And is it thus the gods assist the just?
679,"When crimes provoke us, Heaven success denies; The dart falls harmless, and the falchion flies.” Furious he said, and towards the Grecian crew (Seized by the crest) the unhappy warrior drew; Struggling he followed, while the embroider’d thong That tied his helmet, dragg’d the chief along."
680,"Then had his ruin crown’d Atrides’ joy, But Venus trembled for the prince of Troy: Unseen she came, and burst the golden band; And left an empty helmet in his hand."
681,"The casque, enraged, amidst the Greeks he threw; The Greeks with smiles the polish’d trophy view."
682,"Then, as once more he lifts the deadly dart, In thirst of vengeance, at his rival’s heart; The queen of love her favour’d champion shrouds (For gods can all things) in a veil of clouds."
683,"Raised from the field the panting youth she led, And gently laid him on the bridal bed, With pleasing sweets his fainting sense renews, And all the dome perfumes with heavenly dews."
684,"Meantime the brightest of the female kind, The matchless Helen, o’er the walls reclined; To her, beset with Trojan beauties, came, In borrow’d form, the laughter-loving dame."
685,"(She seem’d an ancient maid, well-skill’d to cull The snowy fleece, and wind the twisted wool.)"
686,"The goddess softly shook her silken vest, That shed perfumes, and whispering thus address’d:   [Illustration: ] VENUS, DISGUISED, INVITING HELEN TO THE CHAMBER OF PARIS   “Haste, happy nymph!"
